# Step 0-1 0-2 0-3 0-4 0-5 0-6 0-7 0-8 0-9 1-2 1-3 1-4 1-5 1-6 1-7 1-8 1-9 2-3 2-4 2-5 2-6 2-7 2-8 2-9 3-4 3-5 3-6 3-7 3-8 3-9 4-5 4-6 4-7 4-8 4-9 5-6 5-7 5-8 5-9 6-7 6-8 6-9 7-8 7-9 8-9
0.0  0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000
0.5  0.00092487 0.00027661 0.00014466 -0.00015361 -0.00005119 -0.00005824 -0.00000111 0.00002622 -0.00032462 0.00000025 0.00000010 -0.00000010 -0.00000001 -0.00000000 0.00000000 0.00000008 -0.00000042 0.00000005 -0.00000005 -0.00000002 -0.00000002 -0.00000000 -0.00000000 -0.00000007 -0.00000009 -0.00000006 -0.00000009 -0.00000001 -0.00000008 0.00000014 0.00000007 0.00000011 0.00000001 0.00000010 -0.00000017 0.00000008 0.00000000 0.00000008 -0.00000016 0.00000001 0.00000013 -0.00000026 0.00000001 -0.00000002 -0.00000029
1.0  0.00102444 -0.00007033 0.00045684 -0.00105980 -0.00031812 -0.00041195 -0.00001610 -0.00033677 0.00048789 -0.00000007 0.00000046 -0.00000106 -0.00000032 -0.00000042 -0.00000001 -0.00000034 0.00000049 -0.00000004 0.00000012 0.00000004 0.00000004 0.00000001 0.00000004 -0.00000007 -0.00000089 -0.00000029 -0.00000025 -0.00000009 -0.00000026 0.00000049 0.00000095 0.00000071 0.00000035 0.00000082 -0.00000162 0.00000023 0.00000013 0.00000027 -0.00000055 0.00000006 0.00000021 -0.00000038 0.00000010 -0.00000023 -0.00000047
1.5  0.00184396 0.00006931 0.00112598 -0.00035654 -0.00036601 -0.00023491 -0.00023183 -0.00039007 0.00078456 0.00000012 0.00000168 -0.00000127 -0.00000080 -0.00000046 -0.00000042 -0.00000076 0.00000135 0.00000011 0.00000003 -0.00000001 -0.00000001 -0.00000002 -0.00000002 0.00000006 0.00000230 0.00000012 -0.00000015 -0.00000031 -0.00000027 0.00000131 0.00000095 0.00000027 0.00000001 0.00000039 0.00000037 0.00000012 0.00000007 0.00000019 -0.00000016 0.00000005 0.00000010 -0.00000016 0.00000009 -0.00000019 -0.00000027
2.0  0.00197764 0.00006447 0.00146073 0.00182464 0.00037685 0.00007318 -0.00003295 0.00008595 0.00062238 0.00000013 0.00000290 0.00000364 0.00000075 0.00000015 -0.00000008 0.00000016 0.00000126 0.00000009 0.00000012 0.00000003 0.00000001 -0.00000000 0.00000000 0.00000004 0.00000288 0.00000061 0.00000017 -0.00000014 0.00000004 0.00000108 0.00000089 0.00000034 -0.00000036 -0.00000013 0.00000172 0.00000009 -0.00000010 -0.00000005 0.00000040 -0.00000009 -0.00000008 0.00000022 0.00000012 -0.00000026 -0.00000018
2.5  0.00260085 -0.00023246 0.00038799 -0.00265774 -0.00031591 -0.00037138 0.00035031 0.00035185 -0.00044248 -0.00000060 0.00000054 -0.00000563 -0.00000071 -0.00000069 0.00000085 0.00000093 -0.00000080 -0.00000010 0.00000066 0.00000008 0.00000009 -0.00000008 -0.00000008 0.00000011 -0.00000421 -0.00000041 -0.00000084 0.00000029 0.00000011 -0.00000105 0.00000161 0.00000287 -0.00000134 -0.00000086 0.00000355 0.00000028 -0.00000015 -0.00000010 0.00000035 -0.00000022 -0.00000012 0.00000068 0.00000012 -0.00000027 -0.00000014
3.0  0.00276602 -0.00012337 0.00140502 -0.00157379 -0.00005381 -0.00064726 0.00017000 -0.00000770 -0.00125135 -0.00000034 0.00000387 -0.00000461 -0.00000019 -0.00000179 0.00000050 -0.00000001 -0.00000355 -0.00000017 0.00000023 0.00000001 0.00000008 -0.00000002 -0.00000000 0.00000017 -0.00000157 0.00000004 -0.00000091 0.00000017 -0.00000003 -0.00000155 0.00000184 0.00000098 -0.00000129 -0.00000035 0.00000523 0.00000003 -0.00000019 -0.00000006 0.00000065 -0.00000011 0.00000001 0.00000080 0.00000004 -0.00000055 -0.00000011
3.5  0.00310055 -0.00030270 0.00017781 0.00295515 0.00051396 0.00002245 -0.00034670 -0.00015373 0.00099100 -0.00000092 0.00000062 0.00000977 0.00000165 0.00000001 -0.00000102 -0.00000061 0.00000290 -0.00000005 -0.00000086 -0.00000015 -0.00000001 0.00000011 0.00000004 -0.00000031 0.00000068 0.00000011 -0.00000001 -0.00000005 -0.00000006 0.00000013 0.00000165 -0.00000006 -0.00000090 -0.00000076 0.00000254 0.00000000 -0.00000017 -0.00000011 0.00000047 -0.00000002 0.00000002 0.00000006 0.00000003 -0.00000038 -0.00000006
4.0  0.00332438 -0.00050829 0.00051036 -0.00313110 -0.00013887 0.00002162 -0.00009751 0.00016552 0.00112569 -0.00000169 0.00000155 -0.00000998 -0.00000044 0.00000015 -0.00000041 0.00000047 0.00000407 -0.00000024 0.00000155 0.00000007 -0.00000002 0.00000006 -0.00000008 -0.00000061 -0.00000448 -0.00000019 -0.00000051 0.00000050 0.00000064 -0.00000160 0.00000079 0.00000145 -0.00000129 -0.00000215 0.00000281 0.00000006 -0.00000005 -0.00000009 0.00000011 -0.00000029 -0.00000029 0.00000117 0.00000029 -0.00000131 -0.00000104
4.5  0.00335927 -0.00045070 0.00158605 -0.00110149 0.00001046 -0.00069007 0.00057209 0.00053499 -0.00044684 -0.00000151 0.00000498 -0.00000583 -0.00000008 -0.00000179 0.00000157 0.00000159 0.00000157 -0.00000072 0.00000046 -0.00000001 0.00000032 -0.00000026 -0.00000024 0.00000025 0.00000054 0.00000014 -0.00000166 0.00000128 0.00000107 -0.00000402 0.00000074 -0.00000270 0.00000167 0.00000077 -0.00001977 -0.00000019 0.00000013 0.00000008 -0.00000109 -0.00000096 -0.00000070 0.00000530 0.00000053 -0.00000357 -0.00000220
