0.0  1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000  1.00000000
0.5  0.99997480 0.00001460 0.00000000 0.00000049 0.00000044 0.00000003 0.00000000 0.00000224 0.00000739 0.00000000  1.00000000
1.0  0.99997977 0.00000128 0.00000000 0.00000049 0.00000083 0.00000022 0.00000166 0.00000145 0.00001431 0.00000000  1.00000000
1.5  0.99997320 0.00001548 0.00000000 0.00000001 0.00000014 0.00000020 0.00000150 0.00000186 0.00000519 0.00000241  1.00000000
2.0  0.99998704 0.00000492 0.00000004 0.00000019 0.00000203 0.00000012 0.00000132 0.00000120 0.00000080 0.00000233  1.00000000
2.5  0.99997296 0.00001310 0.00000002 0.00000150 0.00000118 0.00000022 0.00000169 0.00000112 0.00000667 0.00000155  1.00000000
3.0  0.99997472 0.00000978 0.00000009 0.00000158 0.00000048 0.00000019 0.00000221 0.00000308 0.00000636 0.00000152  1.00000000
3.5  0.99998224 0.00000849 0.00000009 0.00000121 0.00000018 0.00000043 0.00000121 0.00000240 0.00000246 0.00000128  1.00000000
4.0  0.99997862 0.00001350 0.00000009 0.00000171 0.00000042 0.00000051 0.00000102 0.00000097 0.00000233 0.00000082  1.00000000
4.5  0.99998015 0.00000361 0.00000009 0.00000086 0.00000003 0.00000006 0.00000252 0.00000873 0.00000237 0.00000158  1.00000000
5.0  0.99996348 0.00001429 0.00000026 0.00000080 0.00000004 0.00000017 0.00000313 0.00001528 0.00000161 0.00000093  1.00000000
5.5  0.99997207 0.00000067 0.00000001 0.00000293 0.00000127 0.00000041 0.00000367 0.00001642 0.00000253 0.00000001  1.00000000
6.0  0.99996294 0.00001200 0.00000012 0.00000145 0.00000099 0.00000018 0.00000308 0.00001564 0.00000216 0.00000144  1.00000000
6.5  0.99996664 0.00000020 0.00000000 0.00000243 0.00000427 0.00000014 0.00000353 0.00001788 0.00000271 0.00000221  1.00000000
7.0  0.99993841 0.00000806 0.00000014 0.00000623 0.00000255 0.00000015 0.00002104 0.00001751 0.00000279 0.00000311  1.00000000
7.5  0.99993534 0.00000169 0.00000005 0.00000340 0.00000277 0.00000057 0.00002250 0.00001647 0.00000313 0.00001407  1.00000000
8.0  0.99992135 0.00000472 0.00000001 0.00000426 0.00000276 0.00000094 0.00002662 0.00001705 0.00000348 0.00001880  1.00000000
8.5  0.99993339 0.00000342 0.00000011 0.00000850 0.00000023 0.00000106 0.00002214 0.00001743 0.00000232 0.00001141  1.00000000
9.0  0.99994792 0.00000308 0.00000004 0.00000467 0.00000144 0.00000054 0.00002008 0.00001818 0.00000200 0.00000206  1.00000000
9.5  0.99993523 0.00000427 0.00000002 0.00000746 0.00000208 0.00000047 0.00002630 0.00001953 0.00000339 0.00000126  1.00000000
