0.0  1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000  1.00000000
0.5  0.99997185 0.00001418 0.00000028 0.00000100 0.00000026 0.00000088 0.00000000 0.00001061 0.00000084 0.00000008  1.00000000
1.0  0.99995640 0.00000148 0.00000001 0.00000689 0.00000021 0.00000103 0.00002100 0.00001063 0.00000169 0.00000065  1.00000000
1.5  0.99993846 0.00000721 0.00000038 0.00000650 0.00000034 0.00001210 0.00002561 0.00000693 0.00000195 0.00000053  1.00000000
2.0  0.99989207 0.00000408 0.00000002 0.00001952 0.00000108 0.00001580 0.00005732 0.00000935 0.00000054 0.00000023  1.00000000
2.5  0.99988017 0.00000414 0.00000051 0.00002283 0.00000105 0.00001494 0.00003609 0.00003336 0.00000129 0.00000563  1.00000000
3.0  0.99988228 0.00000544 0.00000001 0.00002190 0.00000189 0.00004134 0.00000808 0.00002041 0.00001062 0.00000802  1.00000000
3.5  0.99990740 0.00000665 0.00000131 0.00001166 0.00000338 0.00004419 0.00000262 0.00000942 0.00000974 0.00000362  1.00000000
4.0  0.99990457 0.00000451 0.00000025 0.00001502 0.00000458 0.00003495 0.00000833 0.00001871 0.00000427 0.00000482  1.00000000
4.5  0.99985682 0.00001368 0.00000115 0.00001150 0.00000551 0.00004006 0.00001276 0.00005179 0.00000424 0.00000251  1.00000000
5.0  0.99986257 0.00000238 0.00000020 0.00000561 0.00000644 0.00004805 0.00001357 0.00004188 0.00001053 0.00000876  1.00000000
5.5  0.99988872 0.00002158 0.00000059 0.00000918 0.00000596 0.00004191 0.00000290 0.00000988 0.00000967 0.00000960  1.00000000
6.0  0.99989219 0.00000061 0.00000015 0.00000851 0.00000535 0.00004309 0.00000584 0.00001756 0.00000647 0.00002022  1.00000000
6.5  0.99979253 0.00002754 0.00000022 0.00001702 0.00000678 0.00003756 0.00002558 0.00005423 0.00000583 0.00003270  1.00000000
7.0  0.99984603 0.00000177 0.00000013 0.00001125 0.00000501 0.00003718 0.00001970 0.00004469 0.00000850 0.00002572  1.00000000
7.5  0.99988285 0.00002856 0.00000004 0.00001032 0.00000637 0.00004168 0.00000043 0.00001129 0.00000911 0.00000935  1.00000000
8.0  0.99984907 0.00000653 0.00000002 0.00003410 0.00002028 0.00003654 0.00002021 0.00001409 0.00000774 0.00001141  1.00000000
8.5  0.99981527 0.00002373 0.00000003 0.00002268 0.00001062 0.00002718 0.00003867 0.00004710 0.00000785 0.00000686  1.00000000
9.0  0.99983643 0.00001337 0.00000010 0.00002171 0.00001225 0.00003622 0.00001152 0.00004653 0.00000827 0.00001360  1.00000000
9.5  0.99985497 0.00001555 0.00000009 0.00002708 0.00002421 0.00003817 0.00000501 0.00001099 0.00000856 0.00001538  1.00000000
10.0  0.99986297 0.00001977 0.00000010 0.00001181 0.00000673 0.00001780 0.00004530 0.00000646 0.00000990 0.00001915  1.00000000
10.5  0.99983112 0.00000690 0.00000008 0.00001096 0.00000989 0.00002309 0.00004017 0.00003132 0.00001337 0.00003311  1.00000000
11.0  0.99981811 0.00002255 0.00000015 0.00001469 0.00001684 0.00004059 0.00000767 0.00004223 0.00000698 0.00003020  1.00000000
11.5  0.99988183 0.00000148 0.00000011 0.00001198 0.00001350 0.00002035 0.00003166 0.00001630 0.00000423 0.00001857  1.00000000
12.0  0.99984599 0.00002067 0.00000005 0.00001147 0.00001436 0.00000724 0.00006358 0.00000502 0.00000709 0.00002453  1.00000000
12.5  0.99986434 0.00000002 0.00000000 0.00000895 0.00001760 0.00002352 0.00003446 0.00002117 0.00001387 0.00001606  1.00000000
13.0  0.99985013 0.00001538 0.00000007 0.00001433 0.00002351 0.00001116 0.00003261 0.00003234 0.00000618 0.00001428  1.00000000
13.5  0.99988642 0.00000165 0.00000000 0.00001146 0.00002242 0.00000634 0.00004881 0.00001740 0.00000220 0.00000330  1.00000000
14.0  0.99986622 0.00000939 0.00000010 0.00001255 0.00001900 0.00003259 0.00004217 0.00000837 0.00000754 0.00000207  1.00000000
14.5  0.99984848 0.00000408 0.00000003 0.00003120 0.00001955 0.00001049 0.00002854 0.00000868 0.00002795 0.00002100  1.00000000
15.0  0.99988474 0.00000523 0.00000022 0.00002917 0.00000194 0.00000376 0.00003800 0.00000599 0.00000965 0.00002129  1.00000000
15.5  0.99988547 0.00000497 0.00000000 0.00002800 0.00000034 0.00002717 0.00002731 0.00001560 0.00000731 0.00000382  1.00000000
16.0  0.99983165 0.00000561 0.00000046 0.00006184 0.00000192 0.00002117 0.00004011 0.00002470 0.00001244 0.00000011  1.00000000
16.5  0.99984498 0.00000383 0.00000013 0.00005032 0.00000303 0.00001074 0.00001944 0.00002436 0.00002454 0.00001863  1.00000000
17.0  0.99983773 0.00001117 0.00000003 0.00004771 0.00000540 0.00000202 0.00003712 0.00001191 0.00000980 0.00003710  1.00000000
17.5  0.99981254 0.00000170 0.00000043 0.00005781 0.00001315 0.00000416 0.00005006 0.00002245 0.00000350 0.00003419  1.00000000
18.0  0.99977347 0.00001966 0.00000003 0.00005668 0.00001465 0.00002071 0.00003912 0.00003363 0.00001388 0.00002817  1.00000000
18.5  0.99979467 0.00000033 0.00000062 0.00005401 0.00001493 0.00002054 0.00001540 0.00005058 0.00002027 0.00002865  1.00000000
19.0  0.99979666 0.00002694 0.00000027 0.00003779 0.00001837 0.00000853 0.00003310 0.00002130 0.00000896 0.00004808  1.00000000
19.5  0.99982380 0.00000187 0.00000055 0.00003274 0.00002575 0.00001989 0.00003053 0.00001450 0.00000195 0.00004841  1.00000000
20.0  0.99975885 0.00002919 0.00000041 0.00003150 0.00002660 0.00003896 0.00000937 0.00003732 0.00001032 0.00005748  1.00000000
