  3.92547016E-01  5.85733910E-02  1.00642733E-01 -2.84606311E-03  3.88220512E-01
 -6.24282583E-02  1.03434791E-01 -5.89343123E-03  3.80258046E-01 -1.19773763E-01
 -3.90398855E-03  3.80751844E-03  3.76733930E-01 -5.73333347E-02 -1.01642812E-01
 -3.16850280E-03  3.62740224E-01  6.46254926E-02 -9.81761267E-02 -7.78487371E-04
  3.68108928E-01  1.17705474E-01 -9.76932327E-03  2.34644210E-03  1.06484597E-01
  9.97220406E-02  9.71211109E-02  9.74462303E-02  9.03948825E-02  9.60505056E-02
 -4.98750782E-01  8.98312671E-03 -2.18963770E-02  3.88849600E-03 -2.15572965E-01
  1.64998397E-01  8.44298687E-02  2.92844082E-03  2.72808662E-01 -1.52483884E-02
  1.70747891E-01  2.39405434E-03  5.06286821E-01 -9.48101661E-03 -2.25558284E-02
 -3.56364571E-03  2.44946762E-01  1.69906683E-01  7.93261070E-02 -1.86423471E-04
 -2.76229931E-01 -1.53289681E-02  1.77026278E-01 -2.37153903E-03 -1.91527654E-01
 -7.95259444E-02  1.02758301E-01  1.85501486E-01  8.51176572E-02 -1.04018451E-01
  6.90682096E-03  1.93325743E-01 -1.05723468E-01  2.20188166E-03  4.50316405E-01
  7.65715344E-02  6.64760547E-02 -7.61568511E-03  4.18978961E-01 -1.85514832E-02
 -1.20969563E-01  4.18467816E-03 -4.90102741E-02  1.85852030E-01 -1.03919502E-01
  1.46874541E-03 -4.47047559E-01  5.75967985E-02  6.19398249E-02  4.12635207E-03
 -4.26413664E-01 -2.08049180E-02 -9.69644047E-02 -6.09833701E-04 -3.69272734E-03
  1.65100569E-01  1.50878480E-01 -1.85745986E-02 -1.60912758E-01 -1.58197534E-01
 -2.95667911E-02 -2.95316953E-01  1.63875983E-01 -4.53300168E-03 -3.27878051E-01
  1.17901572E-01  1.75797698E-01  4.56486480E-03  3.57999333E-01  1.05732409E-01
  1.59505372E-01  1.78113714E-03 -1.00190790E-02  2.92806827E-01 -1.71410770E-01
  6.12656139E-04 -3.30807129E-01 -1.03486004E-01 -1.63802475E-01  3.98962581E-03
  3.43584507E-01 -1.04523912E-01 -1.50165192E-01  1.33709630E-03 -1.32923812E-03
 -1.86713309E-01  2.10430892E-01 -6.69015151E-03 -1.82475796E-01  2.04199240E-01
  3.81795021E-01 -7.21723260E-02 -1.09418897E-01 -2.20777571E-03 -2.04918274E-01
 -2.72406753E-01 -9.06850024E-02  7.25406086E-03 -1.69945951E-01 -4.67724988E-02
  2.96617478E-01 -1.25583751E-05  3.85909816E-01  8.37418041E-02  9.55694576E-02
  1.83066477E-03 -2.26865069E-01  2.78773183E-01  9.05988896E-02  9.37444135E-03
