#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.43234269
1    1    0.392915606 
1    2    0.0534534475 
1    3    0.110605452 
1    4    0.00369768282 
1    5    0.368701075 
1    6    -0.0655790749 
1    7    0.0981413043 
1    8    -0.00253963901 
1    9    0.351154369 
1    10    -0.116672199 
1    11    -0.00128105753 
1    12    -0.00159961003 
1    13    0.365065243 
1    14    -0.0655564041 
1    15    -0.0975575062 
1    16    -0.00204631313 
1    17    0.380823937 
1    18    0.055763926 
1    19    -0.110856114 
1    20    0.00226494594 
1    21    0.408632392 
1    22    0.118181407 
1    23    -0.00464490731 
1    24    0.000408188484 
1    25    0.102722386 
1    26    0.0902973975 
1    27    0.0903672425 
1    28    0.0859623228 
1    29    0.0944331964 
1    30    0.10971337 
MO:2   -1.14910033
2    1    -0.440885232 
2    2    0.079844699 
2    3    -0.0667994857 
2    4    -0.00356149134 
2    5    0.00211142176 
2    6    0.185542663 
2    7    0.107429596 
2    8    0.00117790483 
2    9    0.443295629 
2    10    -0.0292186 
2    11    0.101401331 
2    12    -0.00230376314 
2    13    0.452950622 
2    14    0.0653866703 
2    15    -0.0686523002 
2    16    -0.00274615925 
2    17    0.0573371249 
2    18    0.176300331 
2    19    0.094559576 
2    20    0.000439944366 
2    21    -0.403978799 
2    22    -0.00385308702 
2    23    0.132093847 
2    24    -0.000644844244 
2    25    -0.165727048 
2    26    0.00017413172 
2    27    0.164544417 
2    28    0.153326931 
2    29    0.0173860801 
2    30    -0.157031037 
MO:3   -1.14658861
3    1    -0.243999451 
3    2    -0.161890081 
3    3    0.0807539701 
3    4    -0.00389971167 
3    5    -0.501374118 
3    6    0.00629003727 
3    7    -0.026844566 
3    8    0.0020686156 
3    9    -0.285862227 
3    10    0.018259 
3    11    0.162109626 
3    12    -0.00022555704 
3    13    0.218253789 
3    14    -0.177099582 
3    15    0.0882389382 
3    16    -0.00340807646 
3    17    0.505985458 
3    18    0.00514303441 
3    19    -0.0316630848 
3    20    0.00232068588 
3    21    0.262804634 
3    22    0.00476651904 
3    23    0.191494309 
3    24    -0.000400955962 
3    25    -0.0887980089 
3    26    -0.177044135 
3    27    -0.102361547 
3    28    0.0756262681 
3    29    0.180135962 
3    30    0.098799267 
MO:4   -0.847225007
4    1    -0.0475112603 
4    2    -0.291685692 
4    3    0.181667855 
4    4    -0.00328120503 
4    5    -0.333692383 
4    6    0.128645515 
4    7    0.177146676 
4    8    0.00157020941 
4    9    0.360884141 
4    10    0.111112805 
4    11    0.143287741 
4    12    -0.00270135875 
4    13    -0.0353289995 
4    14    0.282203916 
4    15    -0.170704275 
4    16    0.00355102726 
4    17    -0.308182151 
4    18    -0.122219516 
4    19    -0.168675365 
4    20    -0.00113376674 
4    21    0.34741015 
4    22    -0.117031395 
4    23    -0.138987843 
4    24    0.00158346046 
4    25    -0.0219036531 
4    26    -0.183727038 
4    27    0.217279116 
4    28    -0.019893205 
4    29    -0.170036238 
4    30    0.210647018 
MO:5   -0.839826251
5    1    0.368885653 
5    2    -0.0939434342 
5    3    -0.0809059018 
5    4    0.00313530528 
5    5    -0.243187308 
5    6    -0.262205952 
5    7    -0.0670405908 
5    8    -0.00267182534 
5    9    -0.153446287 
5    10    -0.0469965904 
5    11    0.309053838 
5    12    -0.00249541757 
5    13    0.40931926 
5    14    0.079997169 
5    15    0.0842250072 
5    16    -0.00642986848 
5    17    -0.214812452 
5    18    0.286313513 
5    19    0.0906995601 
5    20    -0.00128424761 
5    21    -0.171077293 
5    22    0.0538237797 
5    23    -0.309828396 
5    24    -0.000832822639 
5    25    0.220013386 
5    26    -0.137594371 
5    27    -0.0842618659 
5    28    0.221671511 
5    29    -0.126852902 
5    30    -0.0980924824 
MO:6   -0.653704788
6    1    0.0803718184 
6    2    -0.181310761 
6    3    -0.316395133 
6    4    0.00496503608 
6    5    0.0125180723 
6    6    0.143175398 
6    7    -0.260737013 
6    8    0.00355727817 
6    9    0.0813954348 
6    10    0.338752596 
6    11    0.00179616065 
6    12    -0.00458002074 
6    13    0.00873365897 
6    14    0.131506304 
6    15    0.254397664 
6    16    -0.00723459814 
6    17    0.0940038506 
6    18    -0.169006513 
6    19    0.311716125 
6    20    -0.00133794449 
6    21    -0.00953965995 
6    22    -0.315162864 
6    23    -0.000398184189 
6    24    0.00555229225 
6    25    0.27665215 
