#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.44642378
1    1    0.383784783 
1    2    0.0627727725 
1    3    0.100077772 
1    4    0.00319583315 
1    5    0.37909265 
1    6    -0.0626717807 
1    7    0.107551229 
1    8    0.00938976971 
1    9    0.388910208 
1    10    -0.121993968 
1    11    0.00262289849 
1    12    -0.0123109035 
1    13    0.379092521 
1    14    -0.0585270549 
1    15    -0.107708213 
1    16    0.0090902848 
1    17    0.367797599 
1    18    0.0602499192 
1    19    -0.101171052 
1    20    0.0110912914 
1    21    0.368350714 
1    22    0.117963825 
1    23    -0.00474162787 
1    24    -0.00792742805 
1    25    0.0975282644 
1    26    0.0958111619 
1    27    0.0884896464 
1    28    0.0991317103 
1    29    0.0933836408 
1    30    0.101587075 
MO:2   -1.15863592
2    1    -0.491828901 
2    2    -0.0188058035 
2    3    -0.00978972426 
2    4    -0.00497205462 
2    5    -0.272238982 
2    6    0.154748627 
2    7    0.0705602485 
2    8    -0.00460190454 
2    9    0.23604941 
2    10    -0.0130880981 
2    11    0.203572136 
2    12    -0.00561310544 
2    13    0.514031694 
2    14    -0.0185300952 
2    15    -0.0224701675 
2    16    0.0148908316 
2    17    0.260061544 
2    18    0.165860887 
2    19    0.0772384398 
2    20    0.00406173515 
2    21    -0.241768245 
2    22    -0.00919880976 
2    23    0.175486572 
2    24    0.000338847635 
2    25    -0.17958116 
2    26    -0.0940165798 
2    27    0.0725564401 
2    28    0.1903291 
2    29    0.0914029769 
2    30    -0.10255615 
MO:3   -1.15167009
3    1    0.0197582258 
3    2    -0.196988494 
3    3    0.116243214 
3    4    0.00420216095 
3    5    -0.430886176 
3    6    -0.0772466463 
3    7    -0.0722842358 
3    8    -0.0116550228 
3    9    -0.424290088 
3    10    0.0184314067 
3    11    0.105019169 
3    12    0.0113275604 
3    13    -0.017295479 
3    14    -0.169794272 
3    15    0.108386323 
3    16    -0.00567382083 
3    17    0.422241563 
3    18    -0.0916430241 
3    19    -0.0727034492 
3    20    0.0119897888 
3    21    0.463766779 
3    22    0.0201605047 
3    23    0.0876320985 
3    24    -0.00730589742 
3    25    -0.00293532019 
3    26    -0.159551285 
3    27    -0.144031721 
3    28    0.00466859323 
3    29    0.157164918 
3    30    0.177731055 
MO:4   -0.849437805
4    1    -0.0479944454 
4    2    0.287277209 
4    3    -0.155815112 
4    4    -0.0153305439 
4    5    0.340697703 
4    6    -0.0567137076 
4    7    -0.151579592 
4    8    -0.000134627494 
4    9    -0.309427474 
4    10    -0.0763293646 
4    11    -0.209516375 
4    12    -0.000235216104 
4    13    -0.0687074221 
4    14    -0.298739993 
4    15    0.173142244 
4    16    -0.0211766181 
4    17    0.395527371 
4    18    0.0378654317 
4    19    0.15534844 
4    20    -0.00458486271 
4    21    -0.294778357 
4    22    0.0999489624 
4    23    0.222828554 
4    24    -0.0141154035 
4    25    -0.0068084449 
4    26    0.192986333 
4    27    -0.150477404 
4    28    -0.0128191678 
4    29    0.225806192 
4    30    -0.196655773 
MO:5   -0.844012162
5    1    0.398232509 
5    2    -0.00924904239 
5    3    -0.136506529 
5    4    -5.0780041e-06 
5    5    -0.143964207 
5    6    -0.310907296 
5    7    -0.128465102 
5    8    -0.0114431485 
5    9    -0.25086689 
5    10    -0.0704646834 
5    11    0.26984393 
5    12    0.00508571587 
5    13    0.363220533 
5    14    0.00937851761 
5    15    0.129399368 
5    16    0.0148850364 
5    17    -0.147649758 
5    18    0.284310193 
5    19    0.108784942 
5    20    -0.00828990762 
5    21    -0.236096086 
5    22    0.0726906989 
5    23    -0.258788251 
5    24    0.00166284262 
5    25    0.232114939 
5    26    -0.095621568 
5    27    -0.141009011 
5    28    0.219066693 
5    29    -0.0923097149 
5    30    -0.130358565 
MO:6   -0.658395684
6    1    0.0107402082 
6    2    0.156811195 
6    3    0.252104914 
6    4    -0.0202771625 
6    5    -0.0924996517 
6    6    -0.197993558 
6    7    0.293551435 
6    8    -0.0145526448 
6    9    -0.00681272921 
6    10    -0.285144118 
6    11    0.0110873939 
6    12    -0.0282255877 
6    13    -0.097867002 
6    14    -0.168796738 
6    15    -0.305712323 
6    16    -0.0369987575 
6    17    0.0101355228 
6    18    0.11934112 
6    19    -0.262231514 
6    20    -0.0151142302 
6    21    -0.0882024465 
6    22    0.366162686 
6    23    0.0282130227 
6    24    -0.0422477258 
6    25    -0.186455516 
6    26    -0.273931289 
6    27    -0.183641135 
6    28    -0.27478499 
6    29    -0.180532734 
6    30    -0.287421583 
MO:7   -0.589590899
7    1    0.21356751 
7    2    -0.0248798302 
7    3    -0.281229446 
7    4    -0.0144915227 
7    5    -0.216167401 
7    6    -0.172947739 
7    7    0.0618915411 
7    8    -0.0082573282 
7    9    0.234102378 
7    10    0.219865222 
7    11    0.141058363 
7    12    0.00849419426 
7    13    -0.195364118 
7    14    0.104205214 
7    15    -0.201049225 
7    16    -0.016085528 
7    17    0.205785902 
7    18    -0.277620194 
7    19    0.159324307 
7    20    -0.0197801093 
7    21    -0.186832988 
7    22    0.106067408 
7    23    0.130795478 
