#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.43413862
1    1    0.38077951 
1    2    0.0562002343 
1    3    0.101296572 
1    4    0.00115628595 
1    5    0.379985867 
1    6    -0.0568712829 
1    7    0.106300428 
1    8    -0.0100828029 
1    9    0.391667053 
1    10    -0.11601995 
1    11    -0.000402135203 
1    12    0.0154420098 
1    13    0.378405332 
1    14    -0.0561875051 
1    15    -0.105552478 
1    16    -0.00230707786 
1    17    0.368333505 
1    18    0.0625255024 
1    19    -0.0976824049 
1    20    -0.000786544336 
1    21    0.368606826 
1    22    0.117927996 
1    23    -0.00730859438 
1    24    0.00313892741 
1    25    0.10322958 
1    26    0.0954841213 
1    27    0.106435587 
1    28    0.0994027138 
1    29    0.0956234391 
1    30    0.0942068079 
MO:2   -1.1593875
2    1    0.468879317 
2    2    -0.0703981961 
2    3    0.0625932557 
2    4    0.00087468435 
2    5    0.04852843 
2    6    -0.177446895 
2    7    -0.101844301 
2    8    0.0022950259 
2    9    -0.399271565 
2    10    0.0109640062 
2    11    -0.122479466 
2    12    -0.0135448363 
2    13    -0.451502554 
2    14    -0.0586055835 
2    15    0.0629288365 
2    16    -0.000253972704 
2    17    -0.0573544409 
2    18    -0.178959921 
2    19    -0.100633983 
2    20    -0.00340396414 
2    21    0.414710948 
2    22    0.0256255022 
2    23    -0.128347119 
2    24    0.00179509634 
2    25    0.177107429 
2    26    0.0238263683 
2    27    -0.154506665 
2    28    -0.16857623 
2    29    -0.0229585205 
2    30    0.147514793 
MO:3   -1.14523802
3    1    -0.186604317 
3    2    -0.168781245 
3    3    0.092832645 
3    4    -0.00501516167 
3    5    -0.497065548 
3    6    -0.0132301746 
3    7    -0.0351525124 
3    8    0.0106864729 
3    9    -0.29782663 
3    10    0.00716922472 
3    11    0.179482397 
3    12    -0.0108378013 
3    13    0.220511453 
3    14    -0.171822993 
3    15    0.0852788601 
3    16    0.00300649599 
3    17    0.505033333 
3    18    -0.000183132218 
3    19    -0.0243968027 
3    20    -0.00119327453 
3    21    0.295305238 
3    22    0.0148351363 
3    23    0.159802018 
3    24    0.000508370404 
3    25    -0.0765909647 
3    26    -0.178890731 
3    27    -0.113640905 
3    28    0.0755962604 
3    29    0.188243888 
3    30    0.111291068 
MO:4   -0.849961036
4    1    -0.0809927062 
4    2    0.296728763 
4    3    -0.139010634 
4    4    0.0122050293 
4    5    0.376697249 
4    6    -0.0378983942 
4    7    -0.141571934 
