0.0  1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000  1.00000000
0.5  0.99993848 0.00004075 0.00000000 0.00000093 0.00000083 0.00001095 0.00000071 0.00000232 0.00000087 0.00000416  1.00000000
1.0  0.99996169 0.00000353 0.00000002 0.00000302 0.00000077 0.00001513 0.00000245 0.00000534 0.00000108 0.00000696  1.00000000
1.5  0.99995510 0.00002881 0.00000000 0.00000301 0.00000103 0.00000210 0.00000220 0.00000272 0.00000057 0.00000445  1.00000000
2.0  0.99997735 0.00001061 0.00000005 0.00000249 0.00000107 0.00000435 0.00000174 0.00000109 0.00000081 0.00000045  1.00000000
2.5  0.99996048 0.00001597 0.00000001 0.00000236 0.00000004 0.00001141 0.00000372 0.00000504 0.00000087 0.00000011  1.00000000
3.0  0.99996587 0.00001549 0.00000015 0.00000104 0.00000046 0.00000405 0.00000321 0.00000439 0.00000092 0.00000442  1.00000000
3.5  0.99996766 0.00000874 0.00000007 0.00000392 0.00000050 0.00000146 0.00000225 0.00000035 0.00000257 0.00001248  1.00000000
4.0  0.99994284 0.00001546 0.00000045 0.00000492 0.00000017 0.00001111 0.00000649 0.00000411 0.00000339 0.00001105  1.00000000
4.5  0.99995790 0.00000910 0.00000040 0.00000410 0.00000058 0.00000821 0.00000649 0.00001000 0.00000180 0.00000142  1.00000000
5.0  0.99996683 0.00001099 0.00000050 0.00000425 0.00000065 0.00000029 0.00000489 0.00000516 0.00000001 0.00000644  1.00000000
5.5  0.99993984 0.00001429 0.00000046 0.00000514 0.00000000 0.00000834 0.00000512 0.00000019 0.00000176 0.00002485  1.00000000
6.0  0.99993890 0.00000674 0.00000029 0.00000279 0.00000026 0.00001046 0.00000556 0.00000555 0.00000304 0.00002640  1.00000000
6.5  0.99994838 0.00001889 0.00000055 0.00000261 0.00000106 0.00000103 0.00000530 0.00001182 0.00000166 0.00000870  1.00000000
7.0  0.99997050 0.00000657 0.00000006 0.00000263 0.00000051 0.00000538 0.00000556 0.00000631 0.00000026 0.00000221  1.00000000
7.5  0.99993910 0.00001977 0.00000034 0.00000363 0.00000091 0.00001500 0.00000417 0.00000014 0.00000109 0.00001586  1.00000000
8.0  0.99993825 0.00001183 0.00000003 0.00001054 0.00000099 0.00000675 0.00000394 0.00000557 0.00000263 0.00001947  1.00000000
8.5  0.99993409 0.00001557 0.00000029 0.00001734 0.00000243 0.00000064 0.00000854 0.00001105 0.00000254 0.00000750  1.00000000
9.0  0.99993259 0.00002099 0.00000003 0.00002049 0.00000175 0.00001035 0.00000647 0.00000466 0.00000076 0.00000190  1.00000000
9.5  0.99994342 0.00000866 0.00000016 0.00003097 0.00000141 0.00001203 0.00000019 0.00000052 0.00000113 0.00000153  1.00000000
