#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -0.18530483E+02
17    47    -0.49952508E-01 
17    48    0.20525569E+00 
17    49    -0.66440587E-01 
17    50    0.16480132E-01 
17    51    -0.39074913E-04 
17    52    -0.44646331E-01 
17    53    0.18352784E+00 
17    54    -0.61689750E-01 
17    55    -0.10608011E-01 
17    56    -0.29284526E-04 
MO:18   -0.52189200E+00
18    1    -0.14568697E-02 
18    2    0.52311399E-02 
18    3    -0.16684491E-01 
18    4    -0.19840488E+00 
18    5    0.14614417E-04 
18    6    0.80401396E-01 
18    7    -0.22047211E+00 
18    8    0.74354391E-01 
18    9    0.26481919E-01 
18    10    0.96402403E-04 
18    11    -0.75698402E-01 
18    12    0.21249027E+00 
18    13    0.12018948E+00 
18    14    0.23132518E-01 
18    15    0.99899472E-03 
18    16    0.18391007E-01 
18    17    -0.58123409E-01 
18    18    0.18210020E-02 
18    19    0.25243829E+00 
18    20    0.16751988E-02 
18    21    0.72933633E-01 
18    22    -0.21412542E+00 
18    23    -0.13879063E+00 
18    24    -0.77421160E-02 
18    25    -0.35566433E-03 
18    26    -0.78126735E-01 
18    27    0.20886461E+00 
18    28    -0.89906877E-01 
18    29    0.19378113E-01 
18    30    0.22569267E-04 
18    31    -0.85988811E-01 
18    32    0.12018814E+00 
18    33    -0.10967266E+00 
18    34    0.89210206E-01 
18    35    -0.22058956E-02 
18    36    0.80852588E-02 
18    37    0.44270775E-01 
18    38    0.35096245E+00 
18    39    0.56173816E-02 
18    40    0.20374018E+00 
18    41    -0.16978048E+00 
18    42    -0.52369281E-02 
18    43    0.21260568E-01 
18    44    0.19513269E-01 
18    45    -0.97127491E-03 
18    46    0.27370111E-04 
18    47    0.12373617E-01 
18    48    -0.50763223E-01 
18    49    0.13337461E-01 
18    50    -0.99111276E-02 
18    51    0.19882383E-04 
18    52    -0.53670908E-02 
18    53    0.21909531E-01 
18    54    -0.33018114E-02 
18    55    -0.75286691E-02 
18    56    -0.71344443E-05 
MO:19   -0.46211422E+00
19    1    0.66938906E-01 
19    2    -0.16772558E+00 
19    3    -0.23845482E+00 
19    4    0.23068103E-01 
19    5    -0.21755698E-03 
19    6    0.72932701E-02 
19    7    -0.12986654E-01 
19    8    0.24499761E-01 
19    9    0.16963928E+00 
19    10    0.74512733E-03 
19    11    -0.70017889E-01 
19    12    0.21681689E+00 
19    13    0.28002226E-01 
19    14    0.13332822E+00 
19    15    0.29826136E-02 
19    16    0.29447123E-01 
19    17    -0.81882242E-01 
19    18    -0.78195027E-01 
19    19    -0.12777623E-01 
19    20    0.10609975E-01 
19    21    -0.66843895E-01 
19    22    0.20917427E+00 
19    23    0.38149755E-01 
19    24    -0.13459072E+00 
19    25    0.24993099E-02 
19    26    0.92208640E-02 
19    27    -0.18543466E-01 
19    28    0.40072206E-01 
19    29    -0.21519602E+00 
19    30    0.94221508E-03 
19    31    0.64706478E-01 
19    32    0.16942938E+00 
19    33    0.14713116E+00 
19    34    0.76037174E-01 
19    35    0.50490763E-02 
19    36    -0.18588635E-01 
19    37    0.16134276E+00 
19    38    -0.51399698E-01 
19    39    0.18063851E-01 
19    40    0.31255048E-01 
19    41    0.90337680E-01 
19    42    -0.95743546E-01 
19    43    0.40086674E+00 
19    44    0.26169916E+00 
19    45    -0.74054393E-03 
19    46    0.43489756E-03 
19    47    0.63736897E-01 
19    48    -0.27309717E+00 
19    49    0.99197048E-01 
19    50    0.17310292E-01 
19    51    0.11388469E-03 
19    52    0.64980607E-01 
19    53    -0.27836097E+00 
19    54    0.10027054E+00 
19    55    -0.18177298E-01 
19    56    0.11753303E-03 
MO:20   -0.45419689E+00
20    1    0.97727806E-02 
20    2    -0.25979628E-01 
20    3    -0.25193708E-01 
20    4    0.22310616E+00 
20    5    -0.22966533E-03 
20    6    -0.49781895E-01 
20    7    0.14158143E+00 
20    8    -0.15327849E+00 
20    9    -0.25570114E-01 
20    10    -0.65240240E-03 
20    11    0.83103217E-01 
20    12    -0.25805214E+00 
20    13    0.11086692E-02 
20    14    -0.62452085E-01 
20    15    -0.14320280E-02 
20    16    -0.38919993E-02 
20    17    0.11399165E-01 
20    18    0.37321306E-01 
20    19    0.12587040E-01 
20    20    -0.35599457E-02 
20    21    -0.76658710E-01 
20    22    0.23585059E+00 
20    23    -0.35474197E-02 
20    24    -0.72961164E-01 
20    25    -0.18776464E-03 
20    26    0.38333496E-01 
20    27    -0.10827658E+00 
20    28    0.16618638E+00 
20    29    -0.95923834E-01 
20    30    0.40702843E-03 
20    31    0.87192300E-01 
20    32    -0.13707177E+00 
20    33    0.10818096E+00 
20    34    -0.46610736E-01 
20    35    -0.10047909E-02 
20    36    0.23976655E-02 
20    37    -0.48843529E-01 
20    38    0.46366846E+00 
20    39    -0.61324271E-02 
20    40    0.26184794E+00 
20    41    -0.29949009E+00 
20    42    -0.82805641E-02 
20    43    0.34780774E-01 
20    44    0.23786408E-01 
20    45    0.12871337E-01 
20    46    -0.21186526E-04 
20    47    -0.53313573E-02 
20    48    0.22846400E-01 
20    49    -0.61897448E-02 
20    50    0.72744587E-02 
20    51    -0.27642124E-04 
20    52    0.16418991E-01 
20    53    -0.70345633E-01 
20    54    0.25595680E-01 
20    55    0.54736999E-02 
20    56    0.72429245E-05 
MO:21   -0.44428964E+00
21    1    -0.22380314E-01 
21    2    0.66025895E-01 
21    3    0.18497698E-01 
21    4    -0.31501337E-02 
21    5    0.15882762E-02 
21    6    0.66693932E-01 
21    7    -0.21550491E+00 
21    8    0.59440498E-01 
21    9    -0.15758204E+00 
21    10    0.15390299E-02 
21    11    -0.16585177E-01 
21    12    0.44581477E-01 
21    13    0.26306824E-01 
21    14    -0.15831425E+00 
21    15    0.63629417E-02 
21    16    -0.94161777E-02 
21    17    0.39052573E-01 
21    18    -0.32625875E+00 
21    19    0.85580396E-03 
21    20    0.27391881E-01 
21    21    -0.37292725E-01 
21    22    0.11743575E+00 
21    23    0.79751891E-01 
21    24    0.15329836E+00 
21    25    0.56932174E-02 
21    26    0.70951862E-01 
21    27    -0.22496931E+00 
21    28    0.76592376E-01 
21    29    0.19062390E+00 
21    30    0.18799321E-02 
21    31    -0.18551829E+00 
21    32    -0.58299629E-01 
21    33    -0.54682129E-02 
21    34    -0.20877703E+00 
21    35    0.89538488E-02 
21    36    -0.21666417E-01 
21    37    0.35793320E+00 
21    38    0.46582997E-01 
21    39    0.45408897E-01 
21    40    0.15895544E+00 
21    41    0.99087627E-01 
21    42    -0.45073114E-01 
21    43    0.19099047E+00 
21    44    0.59709934E-01 
21    45    -0.89200064E-03 
21    46    0.72839972E-03 
21    47    0.32914497E-01 
21    48    -0.14510195E+00 
21    49    0.28409042E-01 
21    50    0.42395078E-01 
21    51    0.24018458E-03 
21    52    0.33224189E-01 
21    53    -0.14625921E+00 
21    54    0.28599700E-01 
21    55    -0.41013037E-01 
21    56    0.24300704E-03 
MO:22   -0.37326014E+00
22    1    -0.42576466E-03 
22    2    0.15611111E-02 
22    3    -0.45065681E-02 
22    4    -0.11169944E-03 
22    5    0.14825656E+00 
22    6    0.15250364E-03 
22    7    -0.25140619E-03 
22    8    -0.35608007E-02 
22    9    0.71882116E-03 
22    10    0.61505889E-01 
22    11    0.11209644E-03 
22    12    -0.38151330E-03 
22    13    0.22564655E-02 
22    14    -0.42925804E-02 
22    15    0.22314923E-01 
22    16    -0.16630775E-02 
22    17    0.58262485E-02 
22    18    -0.45645752E-02 
22    19    0.12849733E-03 
22    20    0.24141395E-01 
22    21    0.42725122E-03 
22    22    -0.52491802E-03 
22    23    0.73126987E-02 
22    24    -0.44219654E-03 
22    25    0.33468215E-01 
22    26    0.16114236E-03 
22    27    0.31552708E-03 
22    28    -0.91545354E-02 
22    29    -0.48298475E-02 
22    30    0.72497163E-01 
22    31    0.20666296E-02 
22    32    -0.24569720E-02 
22    33    0.25703255E-02 
22    34    0.69086450E-02 
22    35    0.13018888E-02 
22    36    -0.51816160E-02 
22    37    0.28570605E-02 
22    38    0.77125697E-03 
22    39    0.13847168E-01 
22    40    0.16829725E-02 
22    41    0.73583910E-03 
22    42    0.26854283E-02 
22    43    -0.11567190E-01 
22    44    0.70624695E-02 
22    45    -0.72506646E-04 
22    46    0.72547407E+00 
22    47    -0.30832880E-02 
22    48    0.14193616E-01 
22    49    -0.72967341E-03 
22    50    -0.83251724E-02 
22    51    0.33043683E+00 
22    52    -0.32685828E-02 
22    53    0.15000478E-01 
22    54    -0.11327811E-02 
22    55    0.80817118E-02 
22    56    0.32929386E+00 
MO:23   -0.36857767E+00
23    1    -0.16422944E-01 
23    2    0.58635855E-01 
23    3    -0.12715851E+00 
23    4    -0.77487533E-02 
23    5    -0.27938091E-02 
23    6    0.11016108E-01 
23    7    -0.30314673E-01 
23    8    -0.73275435E-01 
23    9    0.11662081E-03 
23    10    0.68167083E-03 
23    11    -0.57290966E-02 
23    12    0.17217633E-01 
23    13    0.56579861E-01 
23    14    -0.12108566E+00 
23    15    0.82069452E-02 
23    16    -0.33779083E-01 
23    17    0.12259660E+00 
23    18    -0.19593561E+00 
23    19    -0.42352206E-02 
23    20    0.28384265E-01 
23    21    0.33858145E-02 
23    22    0.14836420E-01 
23    23    0.23428254E+00 
23    24    -0.12026981E-01 
23    25    0.78024568E-02 
23    26    0.12303338E-01 
23    27    -0.17297908E-01 
23    28    -0.25440616E+00 
23    29    -0.12135805E+00 
23    30    0.35033197E-03 
23    31    0.28727681E-01 
23    32    -0.56111378E-01 
23    33    0.98300397E-01 
23    34    0.17910608E+00 
23    35    0.17882279E-01 
23    36    -0.70515459E-01 
23    37    0.17934316E+00 
23    38    0.29265562E-01 
23    39    0.30790844E-01 
23    40    0.79186286E-01 
23    41    0.40155869E-01 
23    42    0.73904651E-01 
23    43    -0.31925906E+00 
23    44    0.25400346E+00 
23    45    -0.59450442E-02 
23    46    -0.26881399E-01 
23    47    -0.90933348E-01 
23    48    0.41962106E+00 
23    49    -0.69534452E-02 
23    50    -0.25755173E+00 
23    51    -0.12389097E-01 
23    52    -0.97407757E-01 
23    53    0.44804831E+00 
23    54    -0.21515095E-01 
23    55    0.24862898E+00 
23    56    -0.12417651E-01 
MO:24   -0.35581264E+00
24    1    -0.28673242E-01 
24    2    0.91308895E-01 
24    3    -0.11871490E-01 
24    4    -0.25977225E+00 
24    5    -0.49514152E-03 
24    6    0.16068328E-01 
24    7    -0.38756686E-01 
24    8    -0.59813608E-02 
24    9    0.23027616E+00 
24    10    -0.66362163E-03 
24    11    0.12300025E-01 
24    12    -0.36603061E-01 
24    13    0.34940572E-02 
24    14    0.29350811E+00 
24    15    -0.17089851E-02 
24    16    0.24914993E-01 
24    17    -0.81982679E-01 
24    18    0.77630557E-01 
24    19    -0.20319218E+00 
24    20    -0.69234954E-02 
24    21    -0.45834942E-01 
24    22    0.16079591E+00 
24    23    0.13586715E+00 
24    24    0.60477700E-01 
24    25    -0.14038539E-02 
24    26    0.23348475E-01 
24    27    -0.89689420E-01 
24    28    0.15988160E-02 
24    29    0.37276543E+00 
24    30    -0.11366548E-02 
24    31    0.14596240E+00 
24    32    0.20707357E+00 
24    33    0.89740694E-01 
24    34    -0.28443081E+00 
24    35    -0.27562521E-03 
24    36    -0.29589977E-02 
24    37    -0.36741575E-01 
24    38    0.11956438E+00 
24    39    -0.93121450E-02 
24    40    0.92012311E-01 
24    41    -0.10970660E+00 
24    42    0.22121472E-01 
24    43    -0.95948660E-01 
24    44    0.79601596E-01 
24    45    -0.57327241E-01 
24    46    0.16315283E-02 
24    47    -0.16900945E-01 
24    48    0.76596322E-01 
24    49    0.12803059E-01 
24    50    -0.44562681E-01 
24    51    0.78212608E-03 
24    52    -0.42680879E-01 
24    53    0.19800168E+00 
24    54    -0.36796254E-01 
24    55    0.10889049E+00 
24    56    0.77013182E-03 
MO:25   -0.34454981E+00
25    1    0.66027565E-01 
25    2    -0.21483485E+00 
25    3    -0.35694109E-01 
25    4    -0.21276517E+00 
25    5    0.16840556E-02 
25    6    -0.40034215E-01 
25    7    0.15910417E+00 
25    8    0.17777091E-01 
25    9    0.36378155E+00 
25    10    0.25292654E-02 
25    11    0.33899201E-01 
25    12    -0.11700336E+00 
25    13    -0.14219522E+00 
25    14    -0.19317777E+00 
25    15    0.47933144E-02 
25    16    -0.51400878E-01 
25    17    0.18462604E+00 
25    18    -0.16516799E+00 
25    19    -0.54162801E-01 
25    20    0.17055046E-01 
25    21    0.23271782E-01 
25    22    -0.73396567E-01 
25    23    0.23010045E-01 
25    24    0.22360112E+00 
25    25    0.51035035E-02 
25    26    -0.31367436E-01 
25    27    0.10256666E+00 
25    28    -0.12631711E+00 
25    29    0.90054741E-02 
25    30    0.24750387E-02 
25    31    0.31968347E+00 
25    32    -0.24881718E+00 
25    33    -0.17903659E+00 
25    34    0.89018587E-01 
25    35    0.31163884E-02 
25    36    -0.49373918E-02 
25    37    0.73231081E-01 
25    38    0.53996263E-01 
25    39    0.20103519E-01 
25    40    0.61551187E-01 
25    41    -0.23137001E-01 
25    42    -0.25213519E-01 
25    43    0.10977681E+00 
25    44    -0.82157924E-01 
25    45    -0.65756805E-01 
25    46    -0.31126084E-02 
25    47    0.50485302E-01 
25    48    -0.23377682E+00 
25    49    0.65356518E-01 
25    50    0.11230514E+00 
25    51    -0.15497414E-02 
25    52    0.17889354E-01 
25    53    -0.80963913E-01 
25    54    -0.99156763E-02 
25    55    -0.47646453E-01 
25    56    -0.15480029E-02 
MO:26   -0.33013169E+00
26    1    -0.31458739E-01 
26    2    0.96245853E-01 
26    3    0.10047628E+00 
26    4    -0.81694728E-01 
26    5    -0.79001435E-03 
26    6    -0.19041543E-01 
26    7    0.66171601E-01 
26    8    0.21104059E+00 
26    9    -0.13519978E+00 
26    10    -0.34616665E-04 
26    11    -0.41447503E-02 
26    12    0.16557717E-01 
26    13    -0.19416196E+00 
26    14    0.46950041E-01 
26    15    -0.20832721E-02 
26    16    0.13914663E-01 
26    17    -0.46940579E-01 
26    18    0.39823181E-01 
26    19    -0.15949763E+00 
26    20    -0.45034779E-02 
26    21    0.10311656E-01 
26    22    -0.17691904E-02 
26    23    0.36186532E+00 
26    24    -0.14234005E+00 
26    25    -0.61220548E-03 
26    26    0.99494426E-02 
26    27    -0.12760695E-01 
26    28    -0.34096470E+00 
26    29    -0.38890341E-01 
26    30    -0.30413485E-02 
26    31    -0.16394552E+00 
26    32    -0.25633016E-01 
26    33    0.25514922E+00 
26    34    0.15227368E+00 
26    35    0.65244435E-03 
26    36    -0.53656114E-02 
26    37    -0.13145391E-01 
26    38    0.13063647E+00 
26    39    -0.57164816E-02 
26    40    0.10393109E+00 
26    41    -0.10725499E+00 
26    42    -0.52495678E-02 
26    43    0.19648295E-01 
26    44    -0.24829499E+00 
26    45    -0.73544355E-01 
26    46    0.10921377E-02 
26    47    0.57049476E-01 
26    48    -0.26781627E+00 
26    49    0.17711173E-01 
26    50    0.16832305E+00 
26    51    0.60836376E-03 
26    52    0.13055931E-01 
26    53    -0.63762152E-01 
26    54    -0.10756786E+00 
26    55    -0.12455331E+00 
26    56    0.57766693E-03 
MO:27   -0.30005762E+00
27    1    -0.12361487E-01 
27    2    0.37099966E-01 
27    3    0.19000275E-01 
27    4    -0.85662732E-02 
27    5    0.18484392E+00 
27    6    0.25827899E-02 
27    7    -0.81779193E-02 
27    8    -0.74084015E-01 
27    9    0.15470018E-01 
27    10    0.15865443E+00 
27    11    0.66738859E-02 
27    12    -0.22879552E-01 
27    13    0.69652610E-01 
27    14    0.38271896E-01 
27    15    0.21631703E+00 
27    16    -0.10840096E-01 
27    17    0.38330150E-01 
27    18    0.20567363E-01 
27    19    -0.15648756E-01 
27    20    0.42853765E+00 
27    21    0.38889178E-02 
27    22    -0.98681104E-02 
27    23    0.45805643E-01 
27    24    0.73281247E-02 
27    25    0.25429216E+00 
27    26    -0.58796996E-02 
27    27    0.24183736E-01 
27    28    -0.51028336E-01 
27    29    0.23679278E-01 
27    30    0.22340194E+00 
27    31    0.32897649E-01 
27    32    0.48570565E-01 
27    33    0.10512223E-01 
27    34    0.17659615E-01 
27    35    0.23910878E-01 
27    36    -0.10317930E+00 
27    37    -0.36434929E-01 
27    38    0.13935589E-03 
27    39    0.40827524E+00 
27    40    0.70654891E-02 
27    41    0.26263541E-02 
27    42    0.35564072E-02 
27    43    -0.17586190E-01 
27    44    -0.91518304E-01 
27    45    0.14814139E+00 
27    46    -0.10328983E+00 
27    47    -0.22829095E-01 
27    48    0.10913489E+00 
27    49    -0.11509113E+00 
27    50    -0.42617301E-01 
27    51    -0.62344379E-01 
27    52    0.40718577E-01 
27    53    -0.19493284E+00 
27    54    0.67842812E-01 
27    55    -0.13814331E+00 
27    56    -0.63118577E-01 
MO:28   -0.29814591E+00
28    1    0.43687506E-02 
28    2    -0.11249455E-01 
28    3    -0.10067348E-01 
28    4    0.60945039E-01 
28    5    0.70907447E-01 
28    6    -0.59924287E-02 
28    7    0.15149341E-01 
28    8    0.10575846E-01 
28    9    -0.57342470E-01 
28    10    0.60232593E-01 
28    11    -0.40434341E-02 
28    12    0.13774690E-01 
28    13    0.60196772E-03 
28    14    -0.42819054E-01 
28    15    0.78907177E-01 
28    16    0.53346141E-02 
28    17    -0.23415190E-01 
28    18    0.47290811E-01 
28    19    0.78987525E-01 
28    20    0.15266410E+00 
28    21    -0.43298673E-02 
28    22    0.71307157E-02 
28    23    -0.10005527E+00 
28    24    -0.61694257E-01 
28    25    0.94365901E-01 
28    26    0.93854222E-02 
28    27    -0.36796541E-01 
28    28    0.10879501E+00 
28    29    -0.37691556E-01 
28    30    0.85733778E-01 
28    31    -0.25653805E-01 
28    32    -0.34380165E-01 
28    33    0.36098173E-02 
28    34    -0.52714430E-01 
28    35    0.32675195E-02 
28    36    -0.13866874E-01 
28    37    -0.47784085E-01 
28    38    -0.29465018E-01 
28    39    0.14512370E+00 
28    40    -0.40786681E-01 
28    41    0.20685998E-01 
28    42    -0.18524234E-02 
28    43    0.95887593E-02 
28    44    0.69779787E-01 
28    45    -0.44143036E+00 
28    46    -0.38324821E-01 
28    47    0.85273629E-01 
28    48    -0.40906650E+00 
28    49    0.28573688E+00 
28    50    0.23973549E+00 
28    51    -0.23374575E-01 
28    52    -0.10127996E+00 
28    53    0.48534351E+00 
28    54    -0.25219217E+00 
28    55    0.31851191E+00 
28    56    -0.23758313E-01 
MO:29   -0.28253584E+00
29    1    0.51418250E-01 
29    2    -0.15936938E+00 
29    3    -0.40873179E-01 
29    4    -0.55724867E-01 
29    5    0.50610730E-01 
29    6    -0.11749180E-01 
29    7    0.45965839E-01 
29    8    0.43522599E+00 
29    9    -0.10268573E-01 
29    10    0.41402520E-01 
29    11    -0.15535686E-01 
29    12    0.59482311E-01 
29    13    -0.43055899E+00 
29    14    -0.12973527E-01 
29    15    0.36254281E-01 
29    16    0.20978568E-01 
29    17    -0.79398047E-01 
29    18    0.11098074E+00 
29    19    -0.11706439E+00 
29    20    0.53127301E-01 
29    21    -0.52515430E-02 
29    22    0.92346333E-02 
29    23    -0.11889692E+00 
29    24    0.35370367E-01 
29    25    0.51724076E-01 
29    26    0.59303726E-02 
29    27    -0.36685525E-01 
29    28    0.12481905E+00 
29    29    -0.33832013E-01 
29    30    0.57948496E-01 
29    31    -0.18379011E+00 
29    32    -0.16606554E+00 
29    33    -0.86926949E-01 
29    34    -0.32258406E-01 
29    35    -0.19971933E-01 
29    36    0.92399532E-01 
29    37    -0.14078968E+00 
29    38    0.64540025E-01 
29    39    0.46940395E-01 
29    40    0.14802127E-01 
29    41    -0.10787070E+00 
29    42    -0.21192289E-01 
29    43    0.10178477E+00 
29    44    0.32147630E+00 
29    45    0.81112455E-01 
29    46    -0.21570862E-01 
29    47    -0.39396681E-01 
29    48    0.19148401E+00 
29    49    0.54594840E-01 
29    50    -0.22316694E+00 
29    51    -0.14192050E-01 
29    52    -0.96153901E-02 
29    53    0.45930828E-01 
29    54    0.13801590E+00 
29    55    0.84679979E-01 
29    56    -0.14517822E-01 
MO:30   -0.24588523E+00
30    1    0.11542378E-01 
30    2    -0.43127402E-01 
30    3    -0.57770179E-02 
30    4    0.23181921E+00 
30    5    -0.42157622E-01 
30    6    0.30632601E-02 
30    7    -0.30608716E-01 
30    8    -0.71716593E-01 
30    9    -0.14763978E+00 
30    10    -0.25647145E-01 
30    11    0.27375135E-01 
30    12    -0.97283771E-01 
30    13    -0.69952994E-03 
30    14    0.29056861E+00 
30    15    0.76542426E-03 
30    16    -0.21415478E-01 
30    17    0.94491703E-01 
30    18    -0.65712929E-01 
30    19    -0.40334636E+00 
30    20    0.26774863E-01 
30    21    -0.11009519E-01 
30    22    0.39169681E-01 
30    23    0.19894658E-01 
30    24    0.40336347E+00 
30    25    -0.22648774E-01 
30    26    -0.49009951E-02 
30    27    0.39780003E-01 
30    28    0.66992366E-03 
30    29    -0.20255175E+00 
30    30    -0.43941613E-01 
30    31    -0.12062550E+00 
30    32    0.25902084E+00 
30    33    -0.36286010E+00 
30    34    0.22159554E+00 
30    35    0.38422996E-02 
30    36    -0.13744577E-01 
30    37    0.10984701E-01 
30    38    0.64516383E-01 
30    39    0.47712117E-01 
30    40    0.11665048E+00 
30    41    -0.10681267E+00 
30    42    -0.10332318E-02 
30    43    0.47275357E-02 
30    44    -0.43816572E-02 
30    45    -0.50728215E-01 
30    46    0.11669113E-01 
30    47    0.12155810E-01 
30    48    -0.58548737E-01 
30    49    0.51252566E-01 
30    50    0.39220992E-01 
30    51    0.94121515E-02 
30    52    -0.84174789E-02 
30    53    0.41247811E-01 
30    54    -0.33333966E-01 
30    55    0.35421646E-01 
30    56    0.97962957E-02 
MO:31   -0.24346863E+00
31    1    0.65785125E-03 
31    2    -0.14813764E-02 
31    3    0.31393507E-02 
31    4    -0.25342701E-01 
31    5    -0.40059218E+00 
31    6    -0.20146686E-02 
31    7    0.94333498E-02 
31    8    0.31903186E-01 
31    9    0.13185477E-01 
31    10    -0.24380658E+00 
31    11    -0.22431555E-02 
31    12    0.84760519E-02 
31    13    -0.22225899E-01 
31    14    -0.24019422E-01 
31    15    0.43337871E-02 
31    16    -0.21259629E-02 
31    17    0.30795985E-02 
31    18    0.44631778E-01 
31    19    0.34388680E-01 
31    20    0.27354139E+00 
31    21    0.19308233E-02 
31    22    -0.82499458E-02 
31    23    -0.13535410E-01 
31    24    -0.45378333E-01 
31    25    -0.19039737E+00 
31    26    -0.28784380E-03 
31    27    -0.23929028E-02 
31    28    0.13900896E-01 
31    29    0.20291914E-01 
31    30    -0.40799188E+00 
31    31    0.15810412E-02 
31    32    -0.34730168E-01 
31    33    0.31067849E-01 
31    34    -0.27937886E-01 
31    35    0.20851164E-01 
31    36    -0.93172683E-01 
31    37    -0.65578191E-01 
31    38    -0.43036691E-02 
31    39    0.49003496E+00 
31    40    -0.29886324E-02 
31    41    0.13038857E-01 
31    42    -0.12068820E-02 
31    43    0.58302309E-02 
31    44    0.13489037E-01 
31    45    0.57284498E-02 
31    46    0.10799216E+00 
31    47    -0.20126457E-02 
31    48    0.97928480E-02 
31    49    -0.17039134E-03 
31    50    -0.11015180E-01 
31    51    0.88566144E-01 
31    52    0.17830612E-03 
31    53    -0.90929652E-03 
31    54    0.84056616E-02 
31    55    0.11365401E-02 
31    56    0.92086280E-01 
MO:32   -0.16388233E+00
32    1    -0.69734005E-04 
32    2    0.31588658E-03 
32    3    -0.62393089E-03 
32    4    -0.64955691E-03 
32    5    0.17937131E+00 
32    6    0.29072452E-03 
32    7    -0.95540554E-03 
32    8    -0.31322482E-02 
32    9    0.21126101E-03 
32    10    0.54521381E+00 
32    11    -0.35437573E-03 
32    12    0.19335338E-02 
32    13    0.39844420E-03 
32    14    -0.18339552E-02 
32    15    0.40874285E+00 
32    16    0.44974838E-03 
32    17    -0.12384571E-02 
32    18    -0.17615102E-02 
32    19    0.19720625E-03 
32    20    -0.21400210E-02 
32    21    0.31107552E-03 
32    22    -0.17914091E-02 
32    23    0.64734478E-03 
32    24    -0.18523464E-02 
32    25    -0.43787650E+00 
32    26    -0.19353497E-03 
32    27    0.51998627E-03 
32    28    0.20128209E-02 
32    29    0.24768605E-03 
32    30    -0.38617360E+00 
32    31    0.81859170E-03 
32    32    -0.11593773E-02 
32    33    0.18945945E-02 
32    34    -0.68025188E-03 
32    35    -0.26473087E-02 
32    36    0.12557425E-01 
32    37    0.61039649E-02 
32    38    -0.35429080E-02 
32    39    -0.61891781E-01 
32    40    0.15150187E-03 
32    41    -0.56053351E-02 
32    42    0.48861660E-04 
32    43    -0.23853044E-03 
32    44    -0.28079281E-03 
32    45    -0.28415932E-04 
32    46    -0.18738823E-01 
32    47    -0.77081561E-05 
32    48    0.26619497E-04 
32    49    -0.56448955E-03 
32    50    0.43299590E-03 
32    51    -0.65074023E-01 
32    52    0.12448094E-04 
32    53    -0.56784046E-04 
32    54    -0.12734489E-03 
32    55    0.13568783E-03 
32    56    -0.31635723E-02 
MO:33   -0.11143360E+00
33    1    0.63346781E-05 
33    2    -0.31729736E-04 
33    3    0.56508875E-04 
33    4    0.38908481E-05 
33    5    -0.86525792E-02 
33    6    -0.46067498E-05 
33    7    0.20709139E-04 
33    8    0.12190956E-03 
33    9    -0.20711060E-04 
33    10    -0.15284956E-01 
33    11    0.21395375E-04 
33    12    -0.12626215E-03 
33    13    -0.65281777E-05 
33    14    0.98869901E-04 
33    15    -0.26581048E-01 
33    16    -0.47491349E-05 
33    17    -0.46299540E-06 
33    18    0.24725763E-04 
33    19    0.51654515E-04 
33    20    -0.28848840E-03 
33    21    -0.25525034E-04 
33    22    0.15211382E-03 
33    23    -0.18275437E-04 
33    24    0.12179505E-03 
33    25    0.31211159E-01 
33    26    0.72209868E-05 
33    27    -0.27492566E-04 
33    28    -0.11763445E-03 
33    29    0.69811214E-07 
33    30    0.10523461E-01 
33    31    -0.46687930E-04 
33    32    0.80981759E-04 
33    33    -0.94183075E-04 
33    34    0.68644591E-04 
33    35    0.70603214E-04 
33    36    -0.34597751E-03 
33    37    -0.17355448E-03 
33    38    0.27893990E-03 
33    39    0.17175250E-02 
33    40    -0.14713401E-03 
33    41    0.35094161E-03 
33    42    -0.17136788E-05 
33    43    0.73226284E-05 
33    44    0.37943098E-05 
33    45    0.28477894E-04 
33    46    0.17444504E-02 
33    47    -0.20176474E-04 
33    48    0.83154877E-04 
33    49    0.37327047E-03 
33    50    -0.18802090E-03 
33    51    -0.70911527E+00 
33    52    0.21005431E-04 
33    53    -0.86566744E-04 
33    54    -0.26804110E-03 
33    55    -0.25190910E-04 
33    56    0.71154518E+00 
MO:34   -0.99492142E-01
34    1    0.68538049E-03 
34    2    -0.30988124E-02 
34    3    0.38895148E-02 
34    4    0.21748846E-03 
34    5    0.40644097E+00 
34    6    -0.18911819E-03 
34    7    0.69117757E-03 
34    8    -0.14738033E-03 
34    9    -0.75343700E-03 
34    10    0.80301973E-01 
34    11    0.48441988E-03 
34    12    -0.26327439E-02 
34    13    0.21016435E-02 
34    14    -0.61224147E-03 
34    15    -0.48537552E+00 
34    16    -0.27341850E-02 
34    17    0.34209209E-02 
34    18    0.40658714E-02 
34    19    0.12391532E-03 
34    20    -0.31426142E+00 
34    21    0.33067241E-03 
34    22    -0.15510918E-02 
34    23    0.20824657E-02 
34    24    0.20238683E-02 
34    25    -0.34691658E+00 
34    26    -0.90664284E-04 
34    27    0.41518005E-03 
34    28    -0.58882283E-03 
34    29    0.58786421E-03 
34    30    0.97715684E-01 
34    31    0.10099373E-02 
34    32    0.10219196E-02 
34    33    0.47108029E-03 
34    34    0.17542195E-02 
34    35    0.26102790E-01 
34    36    -0.13179525E+00 
34    37    -0.58680141E-01 
34    38    0.16080657E-02 
34    39    0.59567781E+00 
34    40    0.42078670E-01 
34    41    0.44663752E-01 
