#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.42251381
1    1    0.380980182 
1    2    0.0660996887 
1    3    0.101635336 
1    4    0.0102380648 
1    5    0.379544383 
1    6    -0.0667388152 
1    7    0.0919043589 
1    8    -0.0102579657 
1    9    0.358425125 
1    10    -0.115999346 
1    11    0.00293437981 
1    12    -0.00993433981 
1    13    0.3722927 
1    14    -0.0594727244 
1    15    -0.0970196641 
1    16    0.0179356844 
1    17    0.391350069 
1    18    0.0524905033 
1    19    -0.1010637 
1    20    -0.0173221423 
1    21    0.385684712 
1    22    0.120241275 
1    23    0.0072884526 
1    24    -0.000741550403 
1    25    0.0944580727 
1    26    0.102966378 
1    27    0.0895534071 
1    28    0.102016954 
1    29    0.110869572 
1    30    0.0956740192 
MO:2   -1.15619915
2    1    0.427501995 
2    2    0.126876251 
2    3    -0.0426750976 
2    4    0.00995658301 
2    5    0.461728445 
2    6    -0.101474459 
2    7    -0.0383180652 
2    8    -0.0131569652 
2    9    0.0219698961 
2    10    0.000558175195 
2    11    -0.1960914 
2    12    0.00656331615 
2    13    -0.400978833 
2    14    0.101019445 
2    15    -0.036128079 
2    16    -0.0146440991 
2    17    -0.446190898 
2    18    -0.0732026246 
2    19    -0.0301589107 
2    20    0.0194145046 
2    21    -0.0519803507 
2    22    0.00183510526 
2    23    -0.210022971 
2    24    -0.00508883139 
2    25    0.15488667 
2    26    0.172729282 
2    27    0.0199745014 
2    28    -0.151907561 
2    29    -0.178968101 
2    30    -0.0265324392 
MO:3   -1.13706061
3    1    -0.260515329 
3    2    0.12948429 
3    3    -0.095702465 
3    4    -0.00270503686 
3    5    0.205883113 
3    6    0.159951472 
3    7    0.0947761613 
3    8    1.70983978e-05 
3    9    0.509400342 
3    10    -0.0288852077 
3    11    0.0272211801 
3    12    -0.0135765686 
3    13    0.315056341 
3    14    0.146982425 
3    15    -0.0960809993 
3    16    0.0101178521 
3    17    -0.226436759 
3    18    0.171621469 
3    19    0.106142526 
3    20    0.00477284826 
3    21    -0.493961477 
3    22    -0.0224156493 
3    23    -0.00309834857 
3    24    0.00237993802 
3    25    -0.0839658591 
3    26    0.086534494 
3    27    0.181247255 
3    28    0.125313517 
3    29    -0.0853319808 
3    30    -0.175759835 
MO:4   -0.849404698
4    1    0.367184374 
4    2    0.0258825415 
4    3    -0.137180471 
4    4    -0.00278927311 
4    5    -0.104385447 
4    6    -0.304880959 
4    7    -0.13878467 
4    8    -0.0168410492 
4    9    -0.309257865 
4    10    -0.0822846219 
4    11    0.239161504 
4    12    -0.0157588821 
4    13    0.380411383 
4    14    -0.0266722621 
4    15    0.156017179 
4    16    -0.00665000905 
4    17    -0.07709869 
4    18    0.279778001 
4    19    0.144600163 
4    20    -0.014263825 
4    21    -0.262902615 
4    22    0.0760509809 
4    23    -0.221165712 
4    24    -0.0113324354 
4    25    0.20962547 
4    26    -0.0745457408 
4    27    -0.188755224 
4    28    0.23102707 
4    29    -0.0326131125 
4    30    -0.154194615 
MO:5   -0.840128941
5    1    -0.129877063 
5    2    0.291111015 
5    3    -0.152974739 
5    4    0.00896354166 
5    5    0.369487236 
5    6    0.00965568696 
5    7    -0.145647443 
5    8    -0.00500827112 
5    9    -0.259739535 
5    10    -0.0626930132 
5    11    -0.225098422 
5    12    0.0191061572 
5    13    -0.107786175 
5    14    -0.287314454 
5    15    0.128414552 
5    16    0.00703224793 
5    17    0.379538808 
5    18    0.00998618184 
5    19    0.168800181 
5    20    -0.00506391461 
5    21    -0.297581585 
5    22    0.0675803187 
5    23    0.246829309 
5    24    0.0191435201 
