#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.44328854
1    1    0.377630904 
1    2    0.0565131975 
1    3    0.106342629 
1    4    0.00367386199 
1    5    0.358264993 
1    6    -0.0659668944 
1    7    0.095793725 
1    8    -0.00562338931 
1    9    0.350902464 
1    10    -0.116766819 
1    11    0.00752920687 
1    12    0.00333541174 
1    13    0.379405425 
1    14    -0.070357023 
1    15    -0.0991691489 
1    16    0.00216367398 
1    17    0.404118562 
1    18    0.0593061043 
1    19    -0.105602177 
1    20    -0.00422744466 
1    21    0.395144442 
1    22    0.122214944 
1    23    0.00347918842 
1    24    -0.00277166972 
1    25    0.0953213448 
1    26    0.0895740803 
1    27    0.089413723 
1    28    0.0961075115 
1    29    0.103369888 
1    30    0.106170502 
MO:2   -1.16150591
2    1    0.499349357 
2    2    0.0463815251 
2    3    0.00473846159 
2    4    0.00367695341 
2    5    0.322249816 
2    6    -0.15347088 
2    7    -0.0668041979 
2    8    -0.00454900885 
2    9    -0.1762146 
2    10    0.010451596 
2    11    -0.186310764 
2    12    1.32702139e-05 
2    13    -0.492500193 
2    14    0.0491185365 
2    15    0.0032848939 
2    16    -0.00268359101 
2    17    -0.317378699 
2    18    -0.15580588 
2    19    -0.07848646 
2    20    0.00313719613 
2    21    0.18472659 
2    22    0.00394967552 
2    23    -0.195499331 
2    24    -0.00351490712 
2    25    0.180998559 
2    26    0.116263274 
2    27    -0.0658289649 
2    28    -0.177921336 
2    29    -0.118325228 
2    30    0.0768582621 
MO:3   -1.1469689
3    1    -0.0481245866 
3    2    0.181251238 
3    3    -0.109478239 
3    4    0.00171732554 
3    5    0.403240886 
3    6    0.0947790791 
3    7    0.0772429174 
3    8    -0.0044083517 
3    9    0.483943913 
3    10    -0.0287874532 
3    11    -0.0633317452 
3    12    0.00497674383 
3    13    0.105502943 
3    14    0.177504051 
3    15    -0.107979035 
3    16    -0.000423887503 
3    17    -0.371994307 
3    18    0.121612613 
3    19    0.0787892025 
3    20    0.00381288581 
3    21    -0.461190896 
3    22    -0.0147472882 
3    23    -0.0797761208 
3    24    0.00434574032 
3    25    -0.00887625357 
3    26    0.145467629 
3    27    0.177381379 
3    28    0.0352294911 
3    29    -0.136064083 
3    30    -0.1753837 
MO:4   -0.857700199
4    1    -0.185981373 
4    2    -0.222159615 
4    3    0.200401166 
4    4    -0.00382633554 
4    5    -0.197174019 
4    6    0.217086318 
4    7    0.193822553 
4    8    0.000595122563 
4    9    0.408542557 
4    10    0.112904515 
4    11    0.010675814 
4    12    0.00199977928 
4    13    -0.179418797 
4    14    0.237385474 
4    15    -0.195808568 
4    16    -0.00466800609 
4    17    -0.201653976 
4    18    -0.217127284 
4    19    -0.200354121 
4    20    0.00147876987 
4    21    0.380506796 
4    22    -0.114709896 
4    23    -0.0118802692 
4    24    -0.00789654632 
4    25    -0.123006624 
4    26    -0.114804038 
4    27    0.233457241 
4    28    -0.107027061 
4    29    -0.121416879 
4    30    0.224769744 
MO:5   -0.837603919
5    1    -0.34522163 
5    2    0.198490014 
5    3    0.00731528772 
5    4    0.00567672326 
5    5    0.342562156 
5    6    0.205042627 
5    7    0.00292124906 
5    8    0.00281909403 
5    9    0.0189197055 
5    10    -0.00313158859 
5    11    -0.334316769 
5    12    0.00677818842 
5    13    -0.344132533 
5    14    -0.188646067 
5    15    -0.0214780916 
5    16    0.00143168563 
5    17    0.320451847 
5    18    -0.208563177 
5    19    -0.0104013692 
5    20    -0.000629142915 
5    21    0.00387428221 
5    22    0.0154137475 
5    23    0.346642854 
5    24    0.00712887094 
5    25    -0.192542982 
5    26    0.195275886 
5    27    0.00363264712 
5    28    -0.201516149 
5    29    0.179815333 
5    30    -0.0186728159 
MO:6   -0.657030959
6    1    -0.0291379092 
6    2    0.149690754 
6    3    0.283182339 
6    4    0.0141207029 
6    5    -0.0515115288 
6    6    -0.158426812 
6    7    0.282188822 
6    8    -0.00504170405 
6    9    -0.0467759631 
6    10    -0.317183527 
6    11    0.00747568577 
6    12    0.00126284895 
6    13    -0.0428483504 
6    14    -0.151126268 
6    15    -0.292775037 
6    16    0.0026554782 
6    17    -0.0395625523 
6    18    0.170286002 
6    19    -0.294266174 
6    20    0.00761854218 
6    21    -0.0551398658 
6    22    0.34944322 
6    23    -0.0142192791 
6    24    0.0164572283 
6    25    -0.221424062 
6    26    -0.234076266 
6    27    -0.228594105 
6    28    -0.233793176 
6    29    -0.238912399 
6    30    -0.255033765 
MO:7   -0.592803435
7    1    0.233771605 
7    2    -0.0415780274 
7    3    -0.222086879 
7    4    -0.0182541782 
7    5    -0.23958001 
