#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -0.18515571E+02
17    45    0.60179489E-06 
17    46    0.29832673E-03 
17    47    0.49313807E-01 
17    48    -0.20017274E+00 
17    49    -0.53264148E-01 
17    50    0.18615228E-01 
17    51    0.31972421E-04 
17    52    0.49313487E-01 
17    53    -0.20017056E+00 
17    54    -0.53258097E-01 
17    55    -0.18611788E-01 
17    56    0.27475952E-04 
MO:18   -0.51686001E+00
18    1    0.13909065E-05 
18    2    -0.24564765E-05 
18    3    -0.10066772E-04 
18    4    -0.20338355E+00 
18    5    0.99170618E-05 
18    6    -0.97366326E-01 
18    7    0.28064128E+00 
18    8    0.93473018E-01 
18    9    -0.59852177E-02 
18    10    0.38195469E-04 
18    11    0.75948966E-01 
18    12    -0.21746416E+00 
18    13    0.15139581E+00 
18    14    -0.84345839E-02 
18    15    -0.69350143E-03 
18    16    0.65816956E-05 
18    17    -0.20606866E-04 
18    18    0.14633835E-04 
18    19    0.25810493E+00 
18    20    -0.16115047E-04 
18    21    -0.75949039E-01 
18    22    0.21746223E+00 
18    23    -0.15135711E+00 
18    24    -0.84484246E-02 
18    25    0.69375982E-03 
18    26    0.97356748E-01 
18    27    -0.28061222E+00 
18    28    -0.93487543E-01 
18    29    -0.59946592E-02 
18    30    -0.31169769E-04 
18    31    0.12214788E+00 
18    32    -0.11662074E+00 
18    33    0.11659382E+00 
18    34    -0.12214760E+00 
18    35    -0.18775090E-05 
18    36    0.83619210E-05 
18    37    -0.27022908E-04 
18    38    0.25792173E+00 
18    39    -0.63286337E-04 
18    40    -0.14101805E+00 
18    41    0.14104464E+00 
18    42    0.15902867E-05 
18    43    -0.69176811E-05 
18    44    0.87028591E-05 
18    45    -0.25507689E-02 
18    46    0.16139723E-04 
18    47    -0.13191366E-01 
18    48    0.54452376E-01 
18    49    0.11193980E-01 
18    50    -0.12019900E-01 
18    51    -0.14423317E-04 
18    52    0.13190344E-01 
18    53    -0.54448074E-01 
18    54    -0.11189382E-01 
18    55    -0.12016996E-01 
18    56    0.22863633E-04 
MO:19   -0.46842293E+00
19    1    0.78847203E-01 
19    2    -0.23009933E+00 
19    3    0.22820882E+00 
19    4    -0.17807527E-04 
19    5    -0.24256561E-03 
19    6    0.36295609E-02 
19    7    -0.85274229E-02 
19    8    -0.10650012E+00 
19    9    -0.19512303E+00 
19    10    0.10576271E-02 
19    11    -0.78497651E-01 
19    12    0.24112010E+00 
19    13    0.16560928E-01 
19    14    -0.17284678E+00 
19    15    0.27122538E-02 
19    16    0.64003293E-01 
19    17    -0.19655094E+00 
19    18    0.64337648E-01 
19    19    0.42179654E-05 
19    20    0.87550198E-02 
19    21    -0.78504267E-01 
19    22    0.24114229E+00 
19    23    0.16567840E-01 
19    24    0.17286010E+00 
19    25    0.27103742E-02 
19    26    0.36287205E-02 
19    27    -0.85207697E-02 
19    28    -0.10652097E+00 
19    29    0.19514826E+00 
19    30    0.10478151E-02 
19    31    0.58758299E-01 
19    32    0.17766802E+00 
19    33    0.17768287E+00 
19    34    0.58774733E-01 
19    35    -0.35927113E-03 
19    36    -0.67551938E-04 
19    37    -0.19474471E+00 
19    38    -0.30725309E-05 
19    39    0.21877503E-01 
19    40    0.76157903E-01 
19    41    0.76145260E-01 
19    42    -0.62314453E-01 
19    43    0.25860599E+00 
19    44    -0.18168497E+00 
19    45    -0.14864616E-05 
19    46    0.33901947E-03 
19    47    0.40491118E-01 
19    48    -0.17299666E+00 
19    49    -0.56591234E-01 
19    50    -0.83117628E-02 
19    51    0.79987785E-04 
19    52    0.40491316E-01 
19    53    -0.17299670E+00 
19    54    -0.56586917E-01 
19    55    0.83131512E-02 
19    56    0.81716627E-04 
MO:20   -0.44321756E+00
20    1    0.26036071E-05 
20    2    -0.85397712E-05 
20    3    0.12549314E-04 
20    4    0.17935960E+00 
20    5    -0.18103616E-04 
20    6    0.36418059E-01 
20    7    -0.11408934E+00 
20    8    -0.15259429E+00 
20    9    -0.22567054E-01 
20    10    0.46423329E-03 
20    11    -0.62293997E-01 
20    12    0.19565098E+00 
20    13    0.22499564E-01 
20    14    -0.52144548E-01 
20    15    0.34392660E-03 
20    16    0.25382334E-06 
20    17    0.12650266E-05 
20    18    -0.95207878E-04 
20    19    0.30910760E-01 
20    20    -0.61202017E-04 
20    21    0.62304352E-01 
20    22    -0.19568013E+00 
20    23    -0.22518570E-01 
20    24    -0.52044359E-01 
20    25    -0.37833132E-03 
20    26    -0.36445677E-01 
20    27    0.11417724E+00 
20    28    0.15264966E+00 
20    29    -0.22465303E-01 
20    30    -0.48458882E-03 
20    31    -0.78029145E-01 
20    32    0.90869782E-01 
20    33    -0.90826196E-01 
20    34    0.78128851E-01 
20    35    -0.35447109E-05 
20    36    0.13195805E-04 
20    37    0.10342240E-03 
20    38    0.51370536E+00 
20    39    -0.20538239E-03 
20    40    -0.32350704E+00 
20    41    0.32343642E+00 
20    42    0.77226488E-05 
20    43    -0.32943525E-04 
20    44    0.31430957E-05 
20    45    0.18081388E-01 
20    46    -0.37410348E-04 
20    47    0.12987631E-01 
20    48    -0.56255731E-01 
20    49    -0.18194509E-01 
20    50    0.61781701E-02 
20    51    0.59071034E-05 
20    52    -0.13000080E-01 
20    53    0.56310593E-01 
20    54    0.18196590E-01 
20    55    0.61565900E-02 
20    56    -0.33194458E-04 
MO:21   -0.43274288E+00
21    1    0.73014168E-02 
21    2    -0.19929608E-01 
21    3    0.15522789E-01 
21    4    -0.70249633E-04 
21    5    -0.17818963E-02 
21    6    -0.51775345E-01 
21    7    0.17173194E+00 
21    8    0.10818021E+00 
21    9    -0.16140358E+00 
21    10    -0.23412345E-02 
21    11    0.28355018E-01 
21    12    -0.81052391E-01 
21    13    -0.21516868E-01 
21    14    -0.15577646E+00 
21    15    -0.69672616E-02 
21    16    -0.14333728E-01 
21    17    0.56559671E-01 
21    18    -0.35380757E+00 
21    19    -0.12947521E-04 
21    20    -0.25751206E-01 
21    21    0.28318631E-01 
21    22    -0.80936905E-01 
21    23    -0.21509068E-01 
21    24    0.15581871E+00 
21    25    -0.69700605E-02 
21    26    -0.51746329E-01 
21    27    0.17163935E+00 
21    28    0.10806493E+00 
21    29    0.16143488E+00 
21    30    -0.23587264E-02 
21    31    0.18681743E+00 
21    32    0.53682570E-01 
21    33    0.53748907E-01 
21    34    0.18676834E+00 
21    35    -0.53672525E-02 
21    36    0.16436390E-01 
21    37    0.41149940E+00 
21    38    -0.14281840E-03 
21    39    -0.50372282E-01 
21    40    -0.14943997E+00 
21    41    -0.14959414E+00 
21    42    0.32080052E-01 
21    43    -0.13838890E+00 
21    44    0.26046089E-01 
21    45    -0.64918453E-05 
21    46    -0.17022820E-02 
21    47    -0.24336318E-01 
21    48    0.10832545E+00 
21    49    0.12740133E-01 
21    50    0.39330473E-01 
21    51    -0.58879148E-03 
21    52    -0.24324948E-01 
21    53    0.10827507E+00 
21    54    0.12723201E-01 
21    55    -0.39332887E-01 
21    56    -0.59236417E-03 
MO:22   -0.39008885E+00
22    1    -0.81629238E-04 
22    2    0.30871935E-03 
22    3    0.64276409E-03 
22    4    -0.23639181E-05 
22    5    0.19258355E+00 
22    6    -0.83863985E-04 
22    7    0.37081353E-03 
22    8    0.15709499E-02 
22    9    -0.87495254E-03 
22    10    0.62734581E-01 
22    11    0.20351697E-03 
22    12    -0.57354403E-03 
22    13    -0.96398064E-03 
22    14    -0.40126420E-03 
22    15    0.23408158E-01 
22    16    -0.43845433E-03 
22    17    0.15275763E-02 
22    18    -0.16260738E-02 
22    19    -0.19690390E-04 
22    20    0.19052842E-01 
22    21    0.21417098E-03 
22    22    -0.60992942E-03 
22    23    -0.91669220E-03 
22    24    0.40215364E-03 
22    25    0.23408563E-01 
22    26    -0.98531364E-04 
22    27    0.41952165E-03 
22    28    0.15563654E-02 
22    29    0.89267910E-03 
22    30    0.62738431E-01 
22    31    0.12204589E-02 
22    32    0.26167036E-03 
22    33    0.23216811E-03 
22    34    0.12347783E-02 
22    35    0.47652250E-03 
22    36    -0.18847967E-02 
22    37    0.21601990E-02 
22    38    0.41496054E-04 
22    39    0.69275111E-02 
22    40    -0.66007400E-03 
22    41    -0.60448909E-03 
22    42    0.57529977E-03 
22    43    -0.24835100E-02 
22    44    0.16965750E-03 
22    45    -0.67179982E-04 
22    46    0.73631857E+00 
22    47    -0.49781458E-03 
22    48    0.22572528E-02 
22    49    0.47485788E-03 
22    50    0.98829204E-03 
22    51    0.30082502E+00 
22    52    -0.50001973E-03 
22    53    0.22672217E-02 
22    54    0.47928798E-03 
22    55    -0.10456192E-02 
22    56    0.30077669E+00 
MO:23   -0.35911021E+00
23    1    -0.40991503E-01 
23    2    0.13920132E+00 
23    3    0.76570198E-01 
23    4    0.46945642E-04 
23    5    0.82313621E-03 
23    6    0.31301859E-01 
23    7    -0.10152137E+00 
23    8    0.93172462E-01 
23    9    0.24813752E-01 
23    10    0.23607392E-02 
23    11    -0.18595113E-01 
23    12    0.68531483E-01 
23    13    -0.14134867E+00 
23    14    -0.35931593E-01 
23    15    0.80454815E-02 
23    16    0.60178529E-04 
23    17    -0.43745738E-02 
23    18    0.10780192E+00 
23    19    0.62805269E-04 
23    20    0.20512190E-01 
23    21    -0.18607835E-01 
23    22    0.68571157E-01 
23    23    -0.14135674E+00 
23    24    0.35815238E-01 
23    25    0.80555374E-02 
23    26    0.31301833E-01 
23    27    -0.10152543E+00 
23    28    0.93170386E-01 
23    29    -0.24921798E-01 
23    30    0.23677833E-02 
23    31    -0.59008145E-02 
23    32    0.11438201E+00 
23    33    0.11431221E+00 
23    34    -0.59884606E-02 
23    35    0.15416930E-01 
23    36    -0.67156570E-01 
23    37    -0.15002259E+00 
23    38    -0.15870985E-04 
23    39    0.21231383E-01 
23    40    0.51956394E-01 
23    41    0.51916576E-01 
23    42    0.90030782E-01 
23    43    -0.39612522E+00 
23    44    -0.29258879E+00 
23    45    0.38789784E-04 
23    46    -0.45501477E-02 
23    47    -0.11539067E+00 
23    48    0.53075261E+00 
23    49    0.30671341E-01 
23    50    0.29480655E+00 
23    51    -0.20219254E-02 
23    52    -0.11540315E+00 
23    53    0.53080681E+00 
23    54    0.30706807E-01 
23    55    -0.29480797E+00 
23    56    -0.20767087E-02 
MO:24   -0.35095257E+00
24    1    -0.77035226E-01 
24    2    0.25975646E+00 
24    3    -0.16915912E+00 
24    4    -0.25528306E-03 
24    5    -0.66904503E-03 
24    6    0.29847834E-01 
24    7    -0.10714695E+00 
24    8    -0.35668018E-01 
24    9    0.23128934E+00 
24    10    -0.23918618E-02 
24    11    -0.26970377E-01 
24    12    0.99120976E-01 
24    13    -0.91362003E-01 
24    14    -0.23997096E+00 
24    15    -0.52573393E-02 
24    16    0.58569553E-01 
24    17    -0.20233967E+00 
24    18    -0.20407022E+00 
24    19    -0.23636722E-03 
24    20    -0.16681966E-01 
24    21    -0.26967099E-01 
24    22    0.99097675E-01 
24    23    -0.90758194E-01 
24    24    0.24005740E+00 
24    25    -0.52378144E-02 
24    26    0.29822389E-01 
24    27    -0.10707248E+00 
24    28    -0.36236660E-01 
24    29    -0.23117885E+00 
24    30    -0.23508573E-02 
24    31    -0.22954176E+00 
24    32    0.25740130E+00 
24    33    0.25721333E+00 
24    34    -0.22965437E+00 
24    35    -0.32602691E-02 
24    36    0.89335184E-02 
24    37    0.11047089E+00 
24    38    0.18442001E-03 
24    39    -0.21163062E-01 
24    40    -0.31455890E-01 
24    41    -0.31145611E-01 
24    42    0.70462238E-04 
24    43    -0.11120685E-03 
24    44    0.13703493E+00 
24    45    -0.11903438E-03 
24    46    0.24705009E-02 
24    47    0.14310346E-01 
24    48    -0.68519020E-01 
24    49    0.40297811E-01 
24    50    -0.77033423E-01 
24    51    0.11340324E-02 
24    52    0.14379457E-01 
24    53    -0.68837322E-01 
24    54    0.40138603E-01 
24    55    0.77096581E-01 
24    56    0.11426030E-02 
MO:25   -0.34826035E+00
25    1    -0.54658621E-04 
25    2    0.18067091E-03 
25    3    -0.13914510E-03 
25    4    0.32674721E+00 
25    5    0.15944356E-04 
25    6    -0.44907314E-02 
25    7    0.16944734E-01 
25    8    -0.19045139E+00 
25    9    -0.21967095E+00 
25    10    0.89839627E-03 
25    11    0.16617930E-01 
25    12    -0.59519553E-01 
25    13    0.21463528E+00 
25    14    -0.18009185E+00 
25    15    -0.28043373E-03 
25    16    0.45317426E-04 
25    17    -0.15758070E-03 
25    18    -0.20452868E-03 
25    19    0.30853025E+00 
25    20    0.60593750E-04 
25    21    -0.16659357E-01 
25    22    0.59667768E-01 
25    23    -0.21473749E+00 
25    24    -0.17968814E+00 
25    25    0.34798977E-03 
25    26    0.45243023E-02 
25    27    -0.17074116E-01 
25    28    0.19038173E+00 
25    29    -0.22000248E+00 
25    30    -0.84771713E-03 
25    31    0.88662849E-01 
25    32    0.24002955E-01 
25    33    -0.23622065E-01 
25    34    -0.89018963E-01 
25    35    0.39153618E-06 
25    36    -0.48974912E-05 
25    37    0.13615436E-03 
25    38    -0.19096587E+00 
25    39    0.13729527E-03 
25    40    0.15858614E+00 
25    41    -0.15866611E+00 
25    42    -0.14232178E-04 
25    43    0.62611249E-04 
25    44    0.16278863E-03 
25    45    0.14103556E+00 
25    46    0.45915265E-04 
25    47    0.38753533E-01 
25    48    -0.18020417E+00 
25    49    -0.83450514E-01 
25    50    -0.53600425E-01 
25    51    0.42828305E-04 
25    52    -0.38690760E-01 
25    53    0.17990833E+00 
25    54    0.83491796E-01 
25    55    -0.53372621E-01 
25    56    -0.20974669E-04 
MO:26   -0.33340290E+00
26    1    0.43278053E-04 
26    2    -0.15186140E-03 
26    3    0.61811871E-04 
26    4    0.77428668E-02 
26    5    -0.10489107E-04 
26    6    0.24684808E-01 
26    7    -0.75715585E-01 
26    8    0.25592332E+00 
26    9    -0.20571540E+00 
26    10    -0.11469199E-02 
26    11    0.20717674E-01 
26    12    -0.60310621E-01 
26    13    -0.25546980E+00 
26    14    -0.22504145E+00 
26    15    0.10146043E-02 
26    16    -0.32079579E-04 
26    17    0.11121513E-03 
26    18    0.12791497E-03 
26    19    0.34687287E-01 
26    20    -0.40161829E-04 
26    21    -0.20687261E-01 
26    22    0.60199889E-01 
26    23    0.25551901E+00 
26    24    -0.22529193E+00 
26    25    -0.10645133E-02 
26    26    -0.24721664E-01 
26    27    0.75856768E-01 
26    28    -0.25582138E+00 
26    29    -0.20545412E+00 
26    30    0.11511945E-02 
26    31    0.21944694E+00 
26    32    0.24984299E+00 
26    33    -0.25010725E+00 
26    34    -0.21914787E+00 
26    35    0.12718961E-05 
26    36    -0.29011912E-05 
26    37    -0.82620458E-04 
26    38    0.70249220E-01 
26    39    -0.55250075E-04 
26    40    -0.44499064E-01 
26    41    0.44542740E-01 
26    42    -0.11459059E-04 
26    43    0.50749354E-04 
26    44    0.21810695E-06 
26    45    -0.18741984E-01 
26    46    -0.21656921E-04 
26    47    -0.91329129E-02 
26    48    0.41066633E-01 
26    49    0.27810410E-01 
26    50    -0.83651847E-02 
26    51    -0.31141043E-04 
26    52    0.91566963E-02 
26    53    -0.41174255E-01 
26    54    -0.27858076E-01 
26    55    -0.83359081E-02 
26    56    0.14334434E-04 
MO:27   -0.30244391E+00
27    1    -0.31450696E-01 
27    2    0.10341703E+00 
27    3    -0.88606221E-01 
27    4    -0.45703391E-04 
27    5    0.36455859E-01 
27    6    0.32450669E-02 
27    7    0.43986839E-03 
27    8    0.31330321E+00 
27    9    -0.44026222E-01 
27    10    0.47969540E-01 
27    11    0.10182878E-01 
27    12    -0.26121504E-01 
27    13    -0.29662831E+00 
27    14    0.12155146E-01 
27    15    0.78992944E-01 
27    16    -0.33366544E-01 
27    17    0.11300291E+00 
27    18    0.17994508E+00 
27    19    0.14550723E-03 
27    20    0.14315063E+00 
27    21    0.10192388E-01 
27    22    -0.26162371E-01 
27    23    -0.29678117E+00 
27    24    -0.12313961E-01 
27    25    0.79001723E-01 
27    26    0.32411632E-02 
27    27    0.45785654E-03 
27    28    0.31345648E+00 
27    29    0.44183992E-01 
27    30    0.47942745E-01 
27    31    0.16340081E+00 
27    32    0.11636517E+00 
27    33    0.11626769E+00 
27    34    0.16361482E+00 
27    35    0.33865604E-01 
27    36    -0.15183946E+00 
27    37    -0.21047469E+00 
27    38    0.97226810E-05 
27    39    0.11316515E+00 
27    40    0.73675865E-01 
27    41    0.73614428E-01 
27    42    0.88180732E-03 
27    43    -0.95152725E-02 
27    44    0.28259188E+00 
27    45    -0.28354879E-03 
27    46    -0.28700468E-01 
27    47    0.37276290E-01 
27    48    -0.17592599E+00 
27    49    0.37466859E-01 
27    50    -0.15091357E+00 
27    51    -0.16243315E-01 
27    52    0.37396032E-01 
27    53    -0.17649728E+00 
27    54    0.37143761E-01 
27    55    0.15123801E+00 
27    56    -0.16204131E-01 
MO:28   -0.29719344E+00
28    1    0.17402068E-04 
28    2    -0.56084161E-04 
28    3    0.58089295E-04 
28    4    0.17087572E-02 
28    5    -0.36737799E-04 
28    6    0.97370297E-02 
28    7    -0.39280732E-01 
28    8    -0.92874541E-01 
28    9    0.12672971E-01 
28    10    0.57051227E-03 
28    11    -0.73845477E-03 
28    12    0.42584559E-02 
28    13    0.90162082E-01 
28    14    -0.13789864E+00 
28    15    0.28102885E-03 
28    16    0.23434304E-04 
28    17    -0.81311810E-04 
28    18    -0.13613838E-03 
28    19    0.19661566E+00 
28    20    -0.37723369E-04 
28    21    0.72204185E-03 
28    22    -0.42152344E-02 
28    23    -0.89769589E-01 
28    24    -0.13786039E+00 
28    25    -0.34263647E-03 
28    26    -0.97404950E-02 
28    27    0.39276705E-01 
28    28    0.92452609E-01 
28    29    0.12607920E-01 
28    30    -0.63955353E-03 
28    31    -0.89762336E-01 
28    32    0.82747695E-01 
28    33    -0.82891668E-01 
28    34    0.89525908E-01 
28    35    -0.18813612E-04 
28    36    0.85674628E-04 
28    37    0.15469525E-03 
28    38    -0.58275269E-01 
28    39    0.22995981E-04 
28    40    0.62853175E-01 
28    41    -0.62956102E-01 
28    42    -0.24696505E-05 
28    43    0.18198312E-04 
28    44    -0.18869856E-03 
28    45    -0.45319727E+00 
28    46    -0.85952796E-05 
28    47    -0.95660015E-01 
28    48    0.45840767E+00 
28    49    0.25597461E+00 
28    50    0.27629219E+00 
28    51    0.28135677E-04 
28    52    0.95610017E-01 
28    53    -0.45816557E+00 
28    54    -0.25599352E+00 
28    55    0.27608522E+00 
28    56    0.61816017E-04 
MO:29   -0.28781157E+00
29    1    0.75683274E-02 
29    2    -0.24906218E-01 
29    3    0.16957125E-01 
29    4    -0.18129206E-04 
29    5    0.17725563E+00 
29    6    -0.29005316E-02 
29    7    0.71691449E-02 
29    8    -0.88933204E-01 
29    9    0.14054630E-01 
29    10    0.21973447E+00 
29    11    -0.64363293E-03 
29    12    0.29043875E-03 
29    13    0.86265654E-01 
29    14    -0.13289773E-01 
29    15    0.29520161E+00 
29    16    0.43008709E-02 
29    17    -0.12804351E-01 
29    18    -0.96577086E-01 
29    19    -0.58965754E-04 
29    20    0.45270257E+00 
29    21    -0.62932751E-03 
29    22    0.23507459E-03 
29    23    0.86423985E-01 
29    24    0.13339548E-01 
29    25    0.29519496E+00 
29    26    -0.29126526E-02 
29    27    0.72107593E-02 
29    28    -0.89044323E-01 
29    29    -0.14051481E-01 
29    30    0.21974019E+00 
29    31    -0.47877896E-01 
29    32    -0.33462334E-01 
29    33    -0.33492561E-01 
29    34    -0.47927953E-01 
29    35    0.71781623E-02 
29    36    -0.27380114E-01 
29    37    0.11766028E+00 
29    38    0.18891215E-03 
29    39    0.32067215E+00 
29    40    -0.25357496E-01 
29    41    -0.25204674E-01 
29    42    -0.17947374E-02 
29    43    0.96724139E-02 
29    44    -0.65542319E-01 
29    45    0.22168285E-04 
29    46    -0.11379092E+00 
29    47    -0.74777031E-02 
29    48    0.35439547E-01 
29    49    -0.99546948E-02 
29    50    0.32728138E-01 
29    51    -0.69233795E-01 
29    52    -0.74810783E-02 
29    53    0.35455813E-01 
29    54    -0.99438368E-02 
29    55    -0.32728867E-01 
29    56    -0.69230357E-01 
MO:30   -0.25513797E+00
30    1    -0.23583840E-06 
30    2    -0.47538213E-05 
30    3    0.10203004E-04 
30    4    0.33318356E+00 
30    5    0.29254540E-04 
30    6    0.76671585E-02 
30    7    -0.15921800E-01 
30    8    -0.32229038E-01 
30    9    -0.29433943E+00 
30    10    -0.75262765E-03 
30    11    -0.62273841E-02 
30    12    0.13195357E-01 
30    13    -0.16621851E-01 
30    14    0.25295963E+00 
30    15    -0.15779180E-02 
30    16    -0.69580677E-05 
30    17    0.27757051E-04 
30    18    0.43034801E-04 
30    19    -0.31481786E+00 
30    20    -0.35696021E-04 
30    21    0.62282833E-02 
30    22    -0.13193037E-01 
30    23    0.16554697E-01 
30    24    0.25293812E+00 
30    25    0.16157341E-02 
30    26    -0.76637544E-02 
30    27    0.15907742E-01 
30    28    0.32321970E-01 
30    29    -0.29430476E+00 
30    30    0.86558405E-03 
30    31    0.24954509E+00 
30    32    -0.24571714E+00 
30    33    0.24573644E+00 
30    34    -0.24949163E+00 
30    35    -0.66253445E-06 
30    36    0.10616554E-05 
30    37    -0.46406001E-04 
30    38    0.40898352E-01 
30    39    -0.12224012E-03 
30    40    -0.70033947E-01 
30    41    0.70056737E-01 
30    42    -0.36905944E-06 
30    43    0.27762275E-05 
30    44    0.20982070E-04 
30    45    -0.15271550E+00 
30    46    -0.23857369E-04 
30    47    -0.29734781E-01 
30    48    0.14407007E+00 
30    49    0.10276123E+00 
30    50    0.11200367E+00 
30    51    0.36835024E-04 
30    52    0.29741437E-01 
30    53    -0.14409962E+00 
30    54    -0.10275721E+00 
30    55    0.11202282E+00 
30    56    -0.21889599E-04 
MO:31   -0.21353475E+00
31    1    0.55416631E-03 
31    2    -0.18486293E-02 
31    3    -0.14174258E-02 
31    4    0.25069639E-04 
31    5    -0.42812667E+00 
31    6    -0.15539244E-02 
31    7    0.54963049E-02 
31    8    -0.14971174E-01 
31    9    0.16315506E-02 
31    10    -0.33785580E+00 
31    11    0.10733351E-02 
31    12    -0.42911472E-02 
31    13    0.12523412E-01 
31    14    -0.59415103E-02 
31    15    -0.56836370E-01 
31    16    -0.43887362E-02 
31    17    0.16001410E-01 
31    18    -0.40320168E-01 
31    19    -0.73741129E-04 
31    20    0.30509057E+00 
31    21    0.10892683E-02 
31    22    -0.43525230E-02 
31    23    0.12598532E-01 
31    24    0.60660112E-02 
31    25    -0.56846753E-01 
31    26    -0.15627864E-02 
31    27    0.55263558E-02 
31    28    -0.15025270E-01 
31    29    -0.17471798E-02 
31    30    -0.33788964E+00 
31    31    -0.71390494E-02 
31    32    -0.66589584E-02 
31    33    -0.65867245E-02 
31    34    -0.72371471E-02 
31    35    0.22380731E-01 
31    36    -0.10046080E+00 
31    37    0.64440249E-01 
31    38    0.20567083E-03 
31    39    0.51171615E+00 
31    40    0.98625225E-02 
31    41    0.99551296E-02 
31    42    -0.56072902E-03 
31    43    0.28832902E-02 
31    44    -0.56312526E-02 
31    45    -0.63832388E-05 
31    46    0.12501778E+00 
31    47    -0.37534252E-03 
31    48    0.18042740E-02 
31    49    -0.13685799E-02 
31    50    0.22787086E-02 
31    51    0.12120222E+00 
31    52    -0.37542643E-03 
31    53    0.18056017E-02 
31    54    -0.13789507E-02 
31    55    -0.23302674E-02 
31    56    0.12117708E+00 
MO:32   -0.16887904E+00
32    1    -0.33918575E-05 
32    2    0.13838843E-04 
32    3    -0.20419417E-05 
32    4    0.95413582E-03 
32    5    -0.21781306E-04 
32    6    0.29048563E-03 
32    7    -0.95200283E-03 
32    8    0.22967581E-02 
32    9    -0.67142025E-03 
32    10    0.46120674E+00 
32    11    -0.33144565E-03 
32    12    0.18804078E-02 
32    13    0.25004988E-03 
32    14    0.18264477E-02 
32    15    0.45668549E+00 
32    16    0.32828182E-05 
32    17    -0.13267095E-04 
32    18    -0.74295954E-05 
32    19    -0.25470872E-04 
32    20    -0.11657427E-04 
32    21    0.32714466E-03 
32    22    -0.18603866E-02 
32    23    -0.27466230E-03 
32    24    0.18381195E-02 
32    25    -0.45663778E+00 
32    26    -0.28640397E-03 
32    27    0.93496232E-03 
32    28    -0.23216531E-02 
32    29    -0.72183461E-03 
32    30    -0.46118672E+00 
32    31    0.99134223E-03 
32    32    -0.16149911E-02 
32    33    0.16229936E-02 
32    34    -0.10053143E-02 
32    35    -0.45337550E-06 
32    36    0.33085787E-06 
32    37    -0.11495349E-05 
32    38    0.35582433E-02 
32    39    -0.42000565E-04 
32    40    0.28994337E-02 
32    41    -0.28947206E-02 
32    42    0.66356148E-07 
32    43    0.14293511E-06 
32    44    -0.38416141E-05 
32    45    -0.61262132E-04 
32    46    0.49349811E-05 
32    47    -0.23390466E-04 
32    48    0.10702008E-03 
32    49    0.23082577E-03 
32    50    -0.74956248E-04 
32    51    -0.25152660E-01 
32    52    0.21767046E-04 
32    53    -0.99721545E-04 
32    54    -0.21192097E-03 
32    55    -0.80882468E-04 
32    56    0.25163212E-01 
MO:33   -0.10913845E+00
33    1    0.33206637E-03 
33    2    -0.12996407E-02 
33    3    -0.47598754E-03 
33    4    0.28790227E-04 
33    5    0.43495942E+00 
33    6    -0.46949793E-03 
33    7    0.19642756E-02 
33    8    -0.25048497E-02 
33    9    0.14883932E-03 
33    10    0.89656983E-01 
33    11    0.64283156E-03 
33    12    -0.30066263E-02 
33    13    0.79160889E-03 
33    14    -0.84100999E-03 
33    15    -0.35884099E+00 
33    16    -0.37716982E-02 
33    17    0.10077084E-01 
33    18    -0.14009517E-01 
33    19    -0.20198748E-04 
33    20    -0.25265161E+00 
33    21    0.65846170E-03 
33    22    -0.30731689E-02 
33    23    0.82346489E-03 
33    24    0.92146459E-03 
33    25    -0.35890247E+00 
33    26    -0.47344764E-03 
33    27    0.19793551E-02 
33    28    -0.25265147E-02 
33    29    -0.15480938E-03 
33    30    0.89637318E-01 
33    31    -0.90627225E-03 
33    32    -0.14858139E-02 
33    33    -0.14656315E-02 
33    34    -0.94142077E-03 
33    35    0.29374598E-01 
33    36    -0.14474335E+00 
33    37    0.65733366E-01 
33    38    0.21831716E-03 
33    39    0.65861569E+00 
33    40    0.42283931E-01 
33    41    0.42254431E-01 
33    42    -0.12892637E-03 
33    43    0.66498437E-03 
33    44    -0.74262886E-03 
33    45    -0.20168074E-05 
33    46    -0.22993460E-01 
33    47    -0.19873313E-04 
33    48    0.10292801E-03 
33    49    -0.21237150E-02 
33    50    0.72853161E-03 
33    51    -0.12979650E+00 
33    52    -0.19003281E-04 
33    53    0.98786268E-04 
33    54    -0.21080073E-02 
33    55    -0.65483229E-03 
33    56    -0.12945510E+00 
MO:34   -0.10480906E+00
34    1    0.19824744E-05 
34    2    -0.98291879E-05 
34    3    -0.99495232E-05 
34    4    -0.71886396E-05 
34    5    -0.10114757E-03 
34    6    -0.41760585E-06 
34    7    0.15248357E-06 
34    8    -0.10005125E-03 
34    9    -0.51603275E-06 
34    10    -0.73187871E-02 
34    11    0.20503842E-04 
34    12    -0.12483245E-03 
34    13    -0.74679763E-05 
34    14    -0.91433829E-04 
34    15    -0.27426767E-01 
34    16    0.16175344E-05 
34    17    -0.55732172E-05 
34    18    0.15272508E-05 
34    19    -0.62792498E-04 
34    20    0.64544516E-04 
34    21    -0.21052563E-04 
34    22    0.12736874E-03 
34    23    0.11086450E-04 
34    24    -0.91446967E-04 
34    25    0.27589755E-01 
34    26    0.20465450E-05 
34    27    -0.76980156E-05 
34    28    0.97912722E-04 
34    29    -0.14897196E-04 
34    30    0.72611385E-02 
34    31    -0.42621439E-04 
34    32    0.74278968E-04 
34    33    -0.69688494E-04 
34    34    0.46332666E-04 
34    35    -0.71238199E-05 
34    36    0.35412095E-04 
