0.0  1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000  1.00000000
0.5  0.99991848 0.00004481 0.00000001 0.00000220 0.00000061 0.00000124 0.00001014 0.00002143 0.00000081 0.00000027  1.00000000
1.0  0.99993230 0.00000237 0.00000000 0.00000254 0.00000091 0.00000116 0.00001726 0.00003870 0.00000166 0.00000310  1.00000000
1.5  0.99992377 0.00004204 0.00000000 0.00000225 0.00000022 0.00000012 0.00000411 0.00001589 0.00000093 0.00001067  1.00000000
2.0  0.99996991 0.00000874 0.00000002 0.00000439 0.00000069 0.00000096 0.00000304 0.00000082 0.00000002 0.00001141  1.00000000
2.5  0.99991568 0.00003407 0.00000000 0.00000216 0.00000217 0.00000050 0.00001890 0.00002054 0.00000042 0.00000556  1.00000000
3.0  0.99993405 0.00001682 0.00000004 0.00000249 0.00000199 0.00000369 0.00001017 0.00002693 0.00000104 0.00000279  1.00000000
3.5  0.99995301 0.00002253 0.00000006 0.00000640 0.00000214 0.00000142 0.00000024 0.00001014 0.00000126 0.00000280  1.00000000
4.0  0.99992347 0.00002358 0.00000007 0.00000649 0.00000752 0.00001063 0.00001338 0.00000306 0.00000492 0.00000688  1.00000000
4.5  0.99989349 0.00001169 0.00000013 0.00000375 0.00001058 0.00003036 0.00001681 0.00001002 0.00001208 0.00001110  1.00000000
5.0  0.99990874 0.00002567 0.00000004 0.00000122 0.00000721 0.00001500 0.00002115 0.00000192 0.00001658 0.00000247  1.00000000
5.5  0.99995276 0.00000542 0.00000023 0.00000036 0.00000855 0.00000054 0.00001519 0.00000007 0.00001284 0.00000404  1.00000000
6.0  0.99991264 0.00002255 0.00000002 0.00000012 0.00000839 0.00001335 0.00001788 0.00000275 0.00000763 0.00001468  1.00000000
6.5  0.99991662 0.00000502 0.00000020 0.00000133 0.00001180 0.00002313 0.00000694 0.00000553 0.00001496 0.00001447  1.00000000
7.0  0.99992748 0.00001583 0.00000003 0.00000185 0.00000946 0.00000820 0.00000597 0.00000154 0.00001743 0.00001221  1.00000000
7.5  0.99992532 0.00000988 0.00000006 0.00000187 0.00000875 0.00000612 0.00001832 0.00000199 0.00001225 0.00001543  1.00000000
8.0  0.99993271 0.00000854 0.00000000 0.00000121 0.00000404 0.00000359 0.00001855 0.00000628 0.00001553 0.00000954  1.00000000
8.5  0.99992904 0.00001686 0.00000000 0.00000137 0.00000742 0.00000322 0.00001381 0.00000532 0.00001674 0.00000622  1.00000000
9.0  0.99994718 0.00000584 0.00000003 0.00000025 0.00000870 0.00000229 0.00000795 0.00000014 0.00002237 0.00000525  1.00000000
9.5  0.99992834 0.00002272 0.00000001 0.00000068 0.00000855 0.00000196 0.00000986 0.00000360 0.00002026 0.00000401  1.00000000
10.0  0.99994363 0.00000957 0.00000018 0.00000109 0.00000861 0.00000033 0.00000679 0.00000577 0.00001870 0.00000532  1.00000000
10.5  0.99991478 0.00002257 0.00000000 0.00000116 0.00000818 0.00000211 0.00001031 0.00000247 0.00002027 0.00001817  1.00000000
11.0  0.99990746 0.00002040 0.00000012 0.00000136 0.00000799 0.00000375 0.00001759 0.00000110 0.00002205 0.00001818  1.00000000
11.5  0.99991377 0.00001626 0.00000009 0.00000143 0.00000860 0.00000071 0.00001875 0.00000226 0.00002128 0.00001685  1.00000000
12.0  0.99989946 0.00003405 0.00000004 0.00000148 0.00000742 0.00000217 0.00000935 0.00000277 0.00001802 0.00002524  1.00000000
12.5  0.99990809 0.00000727 0.00000006 0.00000591 0.00000799 0.00001141 0.00000239 0.00000142 0.00001950 0.00003596  1.00000000
13.0  0.99987804 0.00004395 0.00000014 0.00001355 0.00001039 0.00000935 0.00000670 0.00000073 0.00002318 0.00001398  1.00000000
13.5  0.99991933 0.00000094 0.00000001 0.00001480 0.00001555 0.00000254 0.00000691 0.00000752 0.00002244 0.00000996  1.00000000
14.0  0.99988301 0.00004495 0.00000009 0.00001552 0.00001745 0.00000222 0.00000951 0.00001177 0.00000662 0.00000886  1.00000000
14.5  0.99991847 0.00000068 0.00000005 0.00001145 0.00001767 0.00000214 0.00001185 0.00001254 0.00001422 0.00001093  1.00000000
15.0  0.99987501 0.00003649 0.00000006 0.00001031 0.00002597 0.00001090 0.00001148 0.00000633 0.00001337 0.00001008  1.00000000
15.5  0.99987499 0.00000568 0.00000002 0.00001671 0.00002859 0.00001297 0.00001046 0.00000557 0.00003121 0.00001381  1.00000000
16.0  0.99984660 0.00002373 0.00000002 0.00001881 0.00003328 0.00000280 0.00001233 0.00001527 0.00003071 0.00001645  1.00000000
16.5  0.99986628 0.00001180 0.00000003 0.00002227 0.00003326 0.00000616 0.00001429 0.00001532 0.00002142 0.00000917  1.00000000
17.0  0.99987044 0.00001354 0.00000003 0.00001997 0.00002556 0.00002181 0.00001713 0.00000433 0.00001735 0.00000985  1.00000000
17.5  0.99986571 0.00001517 0.00000002 0.00002465 0.00002241 0.00001229 0.00001155 0.00000557 0.00003257 0.00001006  1.00000000
18.0  0.99988804 0.00000898 0.00000005 0.00002178 0.00000682 0.00000128 0.00001742 0.00000990 0.00003714 0.00000860  1.00000000
18.5  0.99990068 0.00001443 0.00000000 0.00002375 0.00000370 0.00000824 0.00001806 0.00001026 0.00001739 0.00000349  1.00000000
19.0  0.99989503 0.00001007 0.00000004 0.00001880 0.00000335 0.00003239 0.00001114 0.00001449 0.00001440 0.00000030  1.00000000
19.5  0.99984878 0.00001056 0.00000000 0.00003162 0.00000274 0.00002997 0.00000618 0.00002773 0.00004194 0.00000048  1.00000000
20.0  0.99986156 0.00001449 0.00000010 0.00003283 0.00000459 0.00000335 0.00001035 0.00002704 0.00004196 0.00000374  1.00000000
20.5  0.99986557 0.00000666 0.00000000 0.00003529 0.00000442 0.00001351 0.00001306 0.00000063 0.00005797 0.00000288  1.00000000
21.0  0.99981398 0.00001888 0.00000000 0.00003515 0.00000310 0.00003420 0.00003761 0.00000147 0.00005245 0.00000316  1.00000000
21.5  0.99980411 0.00000661 0.00000020 0.00006254 0.00000738 0.00001171 0.00004758 0.00000693 0.00004745 0.00000549  1.00000000
22.0  0.99982733 0.00002104 0.00000001 0.00006541 0.00000179 0.00000350 0.00001128 0.00002131 0.00004420 0.00000414  1.00000000
22.5  0.99984472 0.00001251 0.00000008 0.00002719 0.00000516 0.00002113 0.00002192 0.00000835 0.00005225 0.00000669  1.00000000
23.0  0.99980954 0.00001727 0.00000000 0.00002470 0.00000628 0.00001005 0.00007275 0.00000126 0.00004880 0.00000935  1.00000000
23.5  0.99982915 0.00002524 0.00000005 0.00001834 0.00000674 0.00001692 0.00002619 0.00000700 0.00004388 0.00002649  1.00000000
24.0  0.99984892 0.00001044 0.00000002 0.00002361 0.00000294 0.00001634 0.00000298 0.00002011 0.00004805 0.00002659  1.00000000
24.5  0.99976438 0.00003879 0.00000003 0.00001527 0.00000686 0.00002943 0.00003937 0.00001533 0.00006387 0.00002667  1.00000000
25.0  0.99980813 0.00000330 0.00000004 0.00001264 0.00000499 0.00005327 0.00002667 0.00000367 0.00005557 0.00003172  1.00000000
25.5  0.99981341 0.00005896 0.00000002 0.00002091 0.00000151 0.00002690 0.00000145 0.00000282 0.00004409 0.00002993  1.00000000
26.0  0.99963323 0.00021114 0.00000002 0.00002943 0.00000312 0.00002073 0.00001063 0.00000922 0.00005521 0.00002728  1.00000000
26.5  0.99933114 0.00045024 0.00000007 0.00003547 0.00000255 0.00005353 0.00001906 0.00001351 0.00006686 0.00002756  1.00000000
27.0  0.99907045 0.00075455 0.00000012 0.00002610 0.00000204 0.00004785 0.00000732 0.00000986 0.00005017 0.00003155  1.00000000
27.5  0.99878296 0.00109136 0.00000020 0.00001362 0.00000267 0.00002068 0.00000064 0.00001051 0.00003682 0.00004055  1.00000000
28.0  0.99841560 0.00142689 0.00000078 0.00000863 0.00000366 0.00004502 0.00000070 0.00000837 0.00004927 0.00004107  1.00000000
28.5  0.99809895 0.00173099 0.00000089 0.00001582 0.00000443 0.00006311 0.00000057 0.00000290 0.00006139 0.00002094  1.00000000
29.0  0.99787272 0.00197346 0.00000108 0.00002771 0.00000328 0.00003137 0.00000740 0.00000903 0.00004036 0.00003359  1.00000000
29.5  0.99767266 0.00214349 0.00000101 0.00003615 0.00000508 0.00002371 0.00002136 0.00001791 0.00002748 0.00005115  1.00000000
30.0  0.99754139 0.00224116 0.00000152 0.00003525 0.00000578 0.00005183 0.00004486 0.00001542 0.00002671 0.00003609  1.00000000
30.5  0.99748412 0.00228058 0.00000081 0.00004599 0.00000826 0.00004298 0.00006037 0.00003108 0.00001324 0.00003257  1.00000000
31.0  0.99751090 0.00228312 0.00000124 0.00002197 0.00000985 0.00002284 0.00003520 0.00002942 0.00002676 0.00005870  1.00000000
31.5  0.99750535 0.00228360 0.00000078 0.00002551 0.00000484 0.00004181 0.00004233 0.00002779 0.00002265 0.00004534  1.00000000
32.0  0.99745035 0.00232716 0.00000129 0.00002032 0.00002826 0.00004670 0.00007193 0.00001545 0.00002065 0.00001790  1.00000000
