#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.43020425
1    1    0.364830715 
1    2    0.0613866657 
1    3    0.0966379603 
1    4    0.00790680006 
1    5    0.371023248 
1    6    -0.0572529018 
1    7    0.101841675 
1    8    -0.00819757082 
1    9    0.381540089 
1    10    -0.121719998 
1    11    0.00920550879 
1    12    -0.00431811632 
1    13    0.39270444 
1    14    -0.0530070057 
1    15    -0.108498975 
1    16    0.00898105616 
1    17    0.390173526 
1    18    0.0533105844 
1    19    -0.106534751 
1    20    -0.000315599884 
1    21    0.368965997 
1    22    0.120316374 
1    23    0.0137915116 
1    24    -0.00166737163 
1    25    0.0958037935 
1    26    0.0947518772 
1    27    0.0990026293 
1    28    0.0955051124 
1    29    0.0980146211 
1    30    0.095208074 
MO:2   -1.15995631
2    1    0.136798793 
2    2    -0.158128932 
2    3    0.096698772 
2    4    0.000338064337 
2    5    -0.307500663 
2    6    -0.119108121 
2    7    -0.0856619583 
2    8    0.00403107403 
2    9    -0.48755319 
2    10    0.0301847409 
2    11    0.0188567792 
2    12    0.00488004788 
2    13    -0.183462166 
2    14    -0.179798049 
2    15    0.111001968 
2    16    -0.00527473731 
2    17    0.355769592 
2    18    -0.145949105 
2    19    -0.098267699 
2    20    0.00099214011 
2    21    0.498419611 
2    22    0.0351957334 
2    23    0.0659088996 
2    24    -0.00239061138 
2    25    0.0549287719 
2    26    -0.11991662 
2    27    -0.1780141 
2    28    -0.061924143 
2    29    0.126986197 
2    30    0.181416256 
MO:3   -1.1375561
3    1    0.499021086 
3    2    0.0855331853 
3    3    -0.0278914038 
3    4    0.0113236725 
3    5    0.40578173 
3    6    -0.142393502 
3    7    -0.0591239466 
3    8    -0.00881016248 
3    9    -0.115161181 
3    10    0.00739788552 
3    11    -0.20734302 
3    12    0.00506708274 
3    13    -0.459582673 
3    14    0.0515986874 
3    15    -0.0116964574 
3    16    -0.00972901693 
3    17    -0.35120709 
3    18    -0.117638136 
3    19    -0.0529443897 
3    20    0.00048162147 
3    21    0.0802952221 
3    22    0.00484565682 
3    23    -0.193431837 
3    24    -0.00135656385 
3    25    0.187405244 
3    26    0.139176774 
3    27    -0.0411112538 
3    28    -0.163255631 
3    29    -0.128015397 
3    30    0.0265660546 
MO:4   -0.848394439
4    1    0.335794686 
4    2    0.0761177824 
4    3    -0.148621134 
4    4    0.00581280598 
4    5    -0.0391734201 
4    6    -0.301512161 
4    7    -0.136799338 
4    8    -0.00683196069 
4    9    -0.338939081 
4    10    -0.114991051 
4    11    0.184441788 
4    12    -0.00153939515 
4    13    0.346560433 
4    14    -0.117433899 
4    15    0.160437288 
4    16    0.0051284127 
4    17    0.0217019623 
4    18    0.30912179 
4    19    0.152873759 
4    20    -0.00519080118 
4    21    -0.333510274 
4    22    0.110379057 
4    23    -0.164273941 
4    24    -0.00171529924 
4    25    0.188439374 
4    26    -0.0574414577 
4    27    -0.206600043 
4    28    0.182845769 
4    29    0.00113372541 
4    30    -0.203920551 
MO:5   -0.839006641
5    1    -0.212337952 
5    2    0.294601036 
5    3    -0.0830519598 
5    4    0.00400442721 
5    5    0.396311932 
5    6    0.0736528068 
5    7    -0.0915828398 
5    8    -0.001644575 
5    9    -0.190764056 
5    10    -0.059560847 
5    11    -0.287489583 
5    12    0.0125771681 
5    13    -0.158822187 
5    14    -0.286880706 
5    15    0.0975342 
5    16    -0.00305255709 
5    17    0.379255947 
5    18    -0.0252218043 
5    19    0.115680577 
5    20    0.00412744103 
5    21    -0.228003363 
5    22    0.0683241692 
5    23    0.284969069 
5    24    0.00606599562 
5    25    -0.138824113 
5    26    0.227974402 
5    27    -0.111434167 
5    28    -0.0891213157 
5    29    0.215449824 
5    30    -0.129404863 
MO:6   -0.651456088
6    1    0.0627383846 
6    2    -0.141299226 
6    3    -0.311646938 
6    4    -0.00162253183 
6    5    0.0375626468 
6    6    0.133714593 
6    7    -0.292467048 
6    8    0.00467779081 
6    9    0.036400097 
6    10    0.329574523 
6    11    0.021329325 
6    12    -0.000162838338 
6    13    0.049446017 
6    14    0.150166922 
6    15    0.295923422 
6    16    0.005322878 
6    17    0.0543482565 
6    18    -0.147086188 
6    19    0.307804473 
6    20    0.0123830867 
6    21    0.0203607047 
6    22    -0.315478372 
6    23    0.0160717622 
6    24    0.00604644069 
6    25    0.252875497 
6    26    0.222862205 
6    27    0.233197834 
6    28    0.236000904 
6    29    0.247063669 
6    30    0.216047517 
MO:7   -0.592232284
7    1    -0.21307192 
7    2    0.0896351854 
7    3    0.131516391 
7    4    0.0102637818 
7    5    0.229999999 
7    6    0.106372689 
7    7    -0.146263698 
7    8    0.0128530965 
7    9    -0.232177827 
7    10    -0.259220261 
7    11    0.0165523375 
7    12    0.0125856005 
7    13    0.244512551 
7    14    0.0836242037 
7    15    0.149408921 
7    16    0.0082732132 
7    17    -0.238670037 
7    18    0.109339204 
7    19    -0.113812531 
7    20    -0.00723866547 
7    21    0.228032942 
7    22    -0.285111021 
7    23    -0.0376792443 
7    24    0.0045153049 
7    25    -0.224578039 
7    26    0.243125623 
7    27    -0.305892072 
7    28    0.240312782 
7    29    -0.227288366 
7    30    0.321727378 
MO:8   -0.565652208
8    1    -0.00518060121 
8    2    0.407272059 
8    3    -0.156232962 
8    4    0.0147466983 
8    5    0.0215760869 
8    6    -0.400918201 
8    7    -0.118272028 
8    8    -0.0149606154 
8    9    -0.00689463131 
8    10    -0.0496328831 
8    11    0.373098232 
8    12    -0.0172295386 
8    13    -0.00472865853 
8    14    0.376271385 
8    15    -0.152628605 
8    16    0.0067716314 
8    17    -0.0131052589 
8    18    -0.382099958 
8    19    -0.10224309 
8    20    0.0211201974 
8    21    -0.0166048361 
8    22    -0.0452754042 
8    23    0.38259856 
8    24    0.0191055532 
