 --------------------
 MO overlap between Geom1 and Geom 2
 MO overlap count different spins
           1           1  0.989436650891745     
           1           2 -9.872072854784213E-003
           1           3 -3.327444441616659E-005
           1           4 -3.424640775255711E-007
           1           5 -3.342893351948780E-007
           1           6 -2.712611081663221E-005
           1           7 -7.751044956932917E-006
           1           8  3.095608344404719E-006
           1           9  1.355964804181388E-006
           1          10 -5.626625279763957E-006
           1          11 -4.304804191247137E-003
           1          12  4.825400275734317E-004
           1          13  5.279376741847791E-005
           1          14  3.620475421917962E-004
           1          15 -1.017832169155433E-004
           1          16  9.267467690414059E-006
           1          17 -1.421548568085349E-003
           1          18  2.893583852571103E-005
           1          19 -2.155375999227188E-003
           1          20 -2.103850450246497E-003
           1          21 -8.946439522010294E-005
           1          22 -1.217209190057423E-004
           1          23  9.130126194562358E-003
           1          24  9.143891614038674E-003
           1          25 -5.627951341809299E-004
           1          26 -2.445140929893531E-004
           1          27  5.734784056588020E-003
           1          28 -2.185427970886723E-003
           1          29 -1.547481720727394E-003
           1          30  1.231110840188000E-003
           1          31 -7.312531134599258E-005
           1          32 -2.541095709277665E-006
           1          33  2.274297323682644E-005
           1          34 -1.008413915429104E-006
           1          35 -1.360875373023964E-002
           1          36  5.426312887476279E-004
           1          37  1.368151882326726E-006
           1          38 -9.707994733570678E-007
           1          39  2.331003780244800E-005
           1          40 -5.269197835904186E-004
           1          41 -5.541162040490038E-003
           1          42  1.503938432843215E-002
           1          43  3.283668182569841E-004
           1          44  6.856254628712874E-003
           1          45 -1.302999467279287E-003
           1          46 -7.153539304245421E-003
           1          47 -9.620786097808885E-004
           1          48  2.026102084260264E-003
           1          49 -2.751172672140995E-002
           1          50  2.875390780977228E-003
           1          51  5.609712302529036E-003
           1          52  3.632271735662814E-004
           1          53  1.496072681387650E-003
           1          54 -2.286814630914938E-003
           1          55 -1.064327296444742E-003
           1          56 -2.575290203525515E-004
           1          57  0.000000000000000E+000
           1          58  0.000000000000000E+000
           1          59  0.000000000000000E+000
           1          60  0.000000000000000E+000
           1          61  0.000000000000000E+000
           1          62  0.000000000000000E+000
           1          63  0.000000000000000E+000
           1          64  0.000000000000000E+000
           1          65  0.000000000000000E+000
           1          66  0.000000000000000E+000
           1          67  0.000000000000000E+000
           1          68  0.000000000000000E+000
