#  MO coefficient (i_MO, j_AO, M_ij)    
MO:1   -1.43429492
1    1    0.361094352 
1    2    0.0631709285 
1    3    0.0976080657 
1    4    -0.00156053576 
1    5    0.381862674 
1    6    -0.0547488176 
1    7    0.10754167 
1    8    0.00272537259 
1    9    0.403203363 
1    10    -0.120125703 
1    11    0.00243620536 
1    12    0.00506053392 
1    13    0.393288404 
1    14    -0.0525873232 
1    15    -0.108389539 
1    16    -0.00771335956 
1    17    0.36334597 
1    18    0.0636224755 
1    19    -0.10182235 
1    20    0.00697486294 
1    21    0.363745202 
1    22    0.110088523 
1    23    0.00143316556 
1    24    -0.00172079139 
1    25    0.0954780637 
1    26    0.0939211094 
1    27    0.109474559 
1    28    0.0982707587 
1    29    0.0912191803 
1    30    0.102946966 
MO:2   -1.15340016
2    1    0.267554305 
2    2    -0.137248553 
2    3    0.0954644859 
2    4    -0.00152304348 
2    5    -0.222353558 
2    6    -0.154608415 
2    7    -0.106267524 
2    8    -0.00246529699 
2    9    -0.497042867 
2    10    0.0138657706 
2    11    -0.00440799791 
2    12    -0.00758631163 
2    13    -0.238554951 
2    14    -0.162123215 
2    15    0.106720026 
2    16    0.00226349915 
2    17    0.266796844 
2    18    -0.140303584 
2    19    -0.0989267 
2    20    0.00338490451 
2    21    0.512538342 
2    22    0.0147319954 
2    23    -0.000801041134 
2    24    -0.000447191783 
2    25    0.098755806 
2    26    -0.0733385405 
2    27    -0.190926812 
2    28    -0.0840824181 
2    29    0.0985512421 
2    30    0.204858345 
MO:3   -1.15053171
3    1    0.441554306 
3    2    0.104524898 
3    3    -0.0330698987 
3    4    -0.0029182059 
3    5    0.439767863 
3    6    -0.103112492 
3    7    -0.0354698749 
3    8    0.00458292993 
3    9    0.003530962 
3    10    0.00351331825 
3    11    -0.214883029 
3    12    -0.000459895906 
3    13    -0.427878403 
3    14    0.0998453099 
3    15    -0.0393974349 
3    16    0.00913030566 
3    17    -0.437290317 
3    18    -0.0980178644 
3    19    -0.0206543743 
3    20    -0.00620408966 
3    21    -0.00889194066 
3    22    -0.00383329738 
3    23    -0.211549814 
3    24    0.0024078411 
3    25    0.167049545 
3    26    0.157847928 
3    27    0.0105243577 
3    28    -0.154035069 
3    29    -0.154814249 
3    30    0.00600208476 
MO:4   -0.850890081
4    1    -0.210990417 
4    2    -0.216986816 
4    3    0.196656665 
4    4    0.00644289214 
4    5    -0.182869626 
4    6    0.226285955 
4    7    0.196885332 
4    8    -0.00387803974 
4    9    0.365695502 
4    10    0.11926282 
4    11    -0.0214737433 
4    12    0.00638754969 
4    13    -0.210381532 
4    14    0.209830732 
4    15    -0.195627716 
4    16    0.00677832778 
4    17    -0.195004096 
4    18    -0.228923975 
4    19    -0.184877378 
4    20    0.000876238822 
4    21    0.402712549 
4    22    -0.134773357 
4    23    -0.00180817302 
4    24    0.00765979894 
4    25    -0.128251385 
4    26    -0.111496935 
4    27    0.2208071 
4    28    -0.120717988 
4    29    -0.102005367 
4    30    0.252120222 
MO:5   -0.845256706
5    1    0.32768403 
5    2    -0.202501487 
5    3    -0.000498831717 
5    4    -0.00438898016 
5    5    -0.351067857 
5    6    -0.187530036 
5    7    -0.000956654631 
5    8    -0.00692709539 
5    9    0.00689603483 
5    10    -0.00743312128 
