0.0  1.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000 0.00000000  1.00000000
0.5  0.99995719 0.00002198 0.00000001 0.00000001 0.00000021 0.00000001 0.00000165 0.00000903 0.00000834 0.00000159  1.00000000
1.0  0.99995793 0.00000155 0.00000017 0.00000001 0.00000037 0.00000011 0.00000260 0.00001699 0.00001802 0.00000225  1.00000000
1.5  0.99992967 0.00002103 0.00000015 0.00000001 0.00000225 0.00000020 0.00000065 0.00000783 0.00001157 0.00002664  1.00000000
2.0  0.99996113 0.00000586 0.00000057 0.00000001 0.00000283 0.00000013 0.00000001 0.00000064 0.00000098 0.00002786  1.00000000
2.5  0.99994077 0.00001620 0.00000052 0.00000105 0.00000322 0.00000021 0.00000341 0.00001551 0.00000447 0.00001464  1.00000000
3.0  0.99989544 0.00001141 0.00000075 0.00000312 0.00000381 0.00000016 0.00000588 0.00002312 0.00001132 0.00004499  1.00000000
3.5  0.99991970 0.00000962 0.00000096 0.00000311 0.00000060 0.00000044 0.00000132 0.00001227 0.00000762 0.00004436  1.00000000
4.0  0.99988093 0.00001546 0.00000050 0.00000464 0.00000640 0.00000053 0.00000107 0.00000626 0.00000137 0.00008285  1.00000000
4.5  0.99988505 0.00000369 0.00000093 0.00000780 0.00000653 0.00000031 0.00000340 0.00001376 0.00000021 0.00007831  1.00000000
5.0  0.99988227 0.00001690 0.00000019 0.00000842 0.00000756 0.00000047 0.00000198 0.00002479 0.00000226 0.00005517  1.00000000
5.5  0.99992016 0.00000074 0.00000074 0.00001157 0.00000691 0.00000033 0.00000131 0.00001306 0.00000392 0.00004126  1.00000000
6.0  0.99992427 0.00001569 0.00000000 0.00001124 0.00001084 0.00000044 0.00000113 0.00000459 0.00000432 0.00002746  1.00000000
6.5  0.99992571 0.00000030 0.00000032 0.00000795 0.00000833 0.00000067 0.00000079 0.00000615 0.00001118 0.00003861  1.00000000
7.0  0.99991814 0.00001289 0.00000004 0.00000218 0.00000532 0.00000045 0.00000235 0.00000635 0.00001005 0.00004224  1.00000000
7.5  0.99991612 0.00000168 0.00000000 0.00000153 0.00000496 0.00000055 0.00000129 0.00001599 0.00000418 0.00005370  1.00000000
8.0  0.99991641 0.00000933 0.00000020 0.00000144 0.00000338 0.00000035 0.00000149 0.00001812 0.00000254 0.00004675  1.00000000
8.5  0.99991386 0.00000378 0.00000014 0.00000387 0.00000206 0.00000025 0.00000010 0.00001748 0.00000432 0.00005415  1.00000000
9.0  0.99991578 0.00000596 0.00000031 0.00000397 0.00000729 0.00000003 0.00000068 0.00001829 0.00000338 0.00004431  1.00000000
9.5  0.99989598 0.00000486 0.00000017 0.00000563 0.00000517 0.00000016 0.00002439 0.00001806 0.00000154 0.00004404  1.00000000
10.0  0.99987646 0.00000462 0.00000036 0.00000599 0.00000296 0.00000036 0.00002445 0.00001955 0.00000210 0.00006316  1.00000000
